"recipe_id","name","description","amount"
"4","Fazolky mražené","['300 g', '300 g ', ' mražených fazolek']","300 g"
"4","Klobása","['1', '1 ', ' pikantní klobása']","1"
"4","Vejce slepičí","['3', '3 ', ' vejce vařená natvrdo']","3"
"4","Brambor zimní","['2', '2 ', ' střední vařené brambory']","2"
"4","Paprika červená čerstvá","['1 lžíce', '1 lžíce ', ' nakládané červené papriky']","1 lžíce"
"4","Tatarská omáčka","['3 lžíce', '3 lžíce ', ' tatarské omáčky']","3 lžíce"
"4","Sůl mořská","['sůl']","
"
"4","Pepř černý mletý","['čerstvě mletý pepř']","
"
"4","Hovězí kýta","['4', '4 ', ' silnější plátky z hovězí kýty']","4"
"4","Cibule čerstvá","['1', '1 ', ' velká cibule']","1"
"4","Mouka pšeničná hladká","['1 lžíce', '1 lžíce ', ' hladké mouky']","1 lžíce"
"4","Sůl mořská","['sůl']","
"
"4","Pepř černý","['pepř']","
"
"4","Zázvor sušený","['zázvor']","
"
"4","Sádlo vepřové","['sádlo']","
"
"4","Vývar hovězí","['hovězí vývar']","
"
"4","Vepřový ocásek","['500 g', '500 g ', ' uzeného vepřového ocásku']","500 g"
"4","Sójové boby","['200 g', '200 g ', ' sójových bobů']","200 g"
"4","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"4","Rajče červené čerstvé","['4', '4 ', ' rajčata']","4"
"4","Olej olivový","['2 lžíce', '2 lžíce ', ' olivového panenského oleje']","2 lžíce"
"4","Rybí omáčka","['10 ml', '10 ml ', ' rybí omáčky (nebo podle chuti, dodává slanost)']","10 ml"
"4","Pepř černý","['pepř']","
"
"4","Paprika červená sušená","['2 lžíce', '2 lžíce ', ' mleté sladké papriky']","2 lžíce"
"4","Petržel nať čerstvá","['1 hrst', '1 hrst ', ' petrželové natě']","1 hrst"
"4","Máslo kravské","['100 g', '100 g ', ' másla']","100 g"
"4","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"4","Rýže bílá","['300 g', '300 g ', ' rýže na rizoto']","300 g"
"4","Víno bílé suché","['200 ml', '200 ml ', ' suchého bílého vína']","200 ml"
"4","Vývar masový","['1 l', '1 l ', ' vývaru (drůbeží, zeleninový)']","1 l"
"4","Niva 50% t. v s.","['100 g', '100 g ', ' modrého sýru (gorgonzola, niva)']","100 g"
"4","Brusinky sušené","['2 hrsti', '2 hrsti ', ' sušených brusinek']","2 hrsti"
"4","Dýně Hokkaidó čerstvá","['400 g', '400 g ', ' dýně Hokkaido']","400 g"
"4","Sůl mořská","['sůl']","
"
"4","Kuře prso","['2', '2 ', ' kuřecí prsa']","2"
"4","Sůl mořská","['sůl']","
"
"4","Pepř černý","['pepř']","
"
"4","Máslo kravské","['25 g', '25 g ', ' másla']","25 g"
"4","Olej olivový","['1 lžíce', '1 lžíce ', ' olivového oleje']","1 lžíce"
"4","Med nepasterovaný","['3 lžíce', '3 lžíce ', ' medu']","3 lžíce"
"4","","['2 lžíce', '2 lžíce ', ' balzamika crema']","2 lžíce"
"4","Sójová omáčka Tamari","['1 lžíce', '1 lžíce ', ' sójové omáčky']","1 lžíce"
"4","","['čočková mouka (může být i kukuřičná nebo rýžová)']","
"
"4","Česnek čerstvý","['6 stroužků', '6 stroužků ', ' česneku']","6 stroužků"
"4","Pažitka čerstvá","['pažitka (nemusí být)']","
"
"4","","['']","
"
"4","Olej řepkový","['1 lžíce', '1 lžíce ', ' oleje']","1 lžíce"
"4","Pórek čerstvý","['1', '1 ', ' pórek (pouze světlá část bez listů)']","1"
"4","Hrášek zelený mražený","['100 g', '100 g ', ' mraženého hrášku']","100 g"
"4","Koriandr semena","['1 svazek', '1 svazek ', ' koriandru']","1 svazek"
"4","Mouka pšeničná hladká","['100 g', '100 g ', ' hladké mouky']","100 g"
"4","Jedlá soda","['0,5 lžičky', '0,5 lžičky ', ' jedlé sody']","0,5 lžičky"
"4","Jogurt řecký 5%","['150 g', '150 g ', ' řeckého jogurtu']","150 g"
"4","Sůl mořská","['1 špetka', '1 špetka ', ' soli']","1 špetka"
"4","Muškát květ sušený","['1', '1 ', ' malá špetka muškátového květu']","1"
"4","","['']","
"
"4","Olej řepkový","['1 lžíce', '1 lžíce ', ' oleje']","1 lžíce"
"4","Cibule červená čerstvá","['2', '2 ', ' střední červené cibule']","2"
