"recipe_id","name","description","amount"
"16","Vepřová žebra","['900 g', '900 g ', ' vepřových žebírek']","900 g"
"16","Voda","['2,5 l', '2,5 l ', ' vody']","2,5 l"
"16","Bobkový list sušený","['3', '3 ', ' bobkové listy']","3"
"16","Špek","['2 plátky', '2 plátky ', ' uzeného špeku']","2 plátky"
"16","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"16","Mrkev čerstvá","['2', '2 ', ' mrkve']","2"
"16","Brambor zimní","['4', '4 ', ' brambory']","4"
"16","Česnek čerstvý","['2 stroužky', '2 stroužky ', ' česneku']","2 stroužky"
"16","Zelí bílé kvašené","['600 g', '600 g ', ' kysaného zelí']","600 g"
"16","Sůl mořská","['súl']","
"
"16","Pepř černý mletý","['mletý pepř']","
"
"16","Česnek čerstvý","['4 stroužky', '4 stroužky ', ' česneku']","4 stroužky"
"16","Olej olivový","['olivový olej']","
"
"16","Rajče červené čerstvé","['300 g', '300 g ', ' mini rajčat']","300 g"
"16","Fazole bílé","['800 g', '800 g ', ' bílých fazolí (2 plechovky)']","800 g"
"16","Voda","['120 ml', '120 ml ', ' vody']","120 ml"
"16","Oregano sušené","['sušené oregano']","
"
"16","Pepř černý mletý","['mletý pepř']","
"
"16","Sůl mořská","['sůl']","
"
"16","Špenát čerstvý","['60 g', '60 g ', ' čerstvého špenátu']","60 g"
"16","Parmezán","['25 g', '25 g ', ' parmezánu']","25 g"
"16","Rohlík pšeničný bílý","['2', '2 ', ' rohlíky']","2"
"16","Sýr tavený","['2', '2 ', ' tavené smetanové sýry']","2"
"16","Chilli paprička sušená","['1', '1 ', ' tavený chilli trojúhelníček sýru']","1"
"16","Máslo kravské","['100 g', '100 g ', ' másla']","100 g"
"16","Šunka parmská","['10 plátků', '10 plátků ', ' schwarzwaldské šunky']","10 plátků"
"16","Okurka salátová čerstvá","['1', '1 ', ' nakládaná okurka']","1"
"16","Petržel nať čerstvá","['kousek', 'kousek ', ' zelené petrželky (nebo salátu)']","kousek"
"16","Čekanka listová čerstvá","['kousek', 'kousek ', ' čekanky (nebo červené papriky)']","kousek"
"16","Toast pšeničný bílý","['4 plátky', '4 plátky ', ' toustového chleba']","4 plátky"
"16","Máslo kravské","['100 g', '100 g ', ' másla']","100 g"
"16","Sardelová pasta","['1', '1 ', ' mokka lžička sardelové pasty']","1"
"16","Treska játra","['1 krabička', '1 krabička ', ' tresčích jater v oleji']","1 krabička"
"16","Citrón čerstvý","['2 plátky', '2 plátky ', ' citronu']","2 plátky"
"16","Cibule červená čerstvá","['0,5', '0,5 ', ' červené cibule']","0,5"
"16","Petržel nať čerstvá","['petrželka']","
"
"16","Krevety loupané","['300 g', '300 g ', ' krevet (oloupané, vyčištěné, s ocáskem)']","300 g"
"16","Olej řepkový","['2 lžíce', '2 lžíce ', ' oleje']","2 lžíce"
"16","","['']","
"
"16","Česnek čerstvý","['3 stroužky', '3 stroužky ', ' česneku']","3 stroužky"
"16","Zázvor čerstvý","['1 lžička', '1 lžička ', ' strouhaného čerstvého zázvoru']","1 lžička"
"16","Sójová omáčka Tamari","['2 lžíce', '2 lžíce ', ' sójové omáčky']","2 lžíce"
"16","Med nepasterovaný","['4 lžíce', '4 lžíce ', ' medu']","4 lžíce"
"16","","['']","
"
"16","","['2', '2 ', ' topinky']","2"
"16","Vepřová kotleta s kostí","['500 g', '500 g ', ' vepřových kotlet']","500 g"
"16","Sůl mořská","['sůl']","
"
"16","Pepř černý mletý","['mletý pepř']","
"
"16","Olej řepkový","['olej']","
"
"16","Máslo kravské","['2 lžíce', '2 lžíce ', ' másla']","2 lžíce"
"16","Česnek čerstvý","['3 stroužky', '3 stroužky ', ' česneku']","3 stroužky"
"16","Med nepasterovaný","['2,5 lžíce', '2,5 lžíce ', ' medu']","2,5 lžíce"
"16","Voda","['2 lžíce', '2 lžíce ', ' horké vody']","2 lžíce"
"16","Ocet jablečný","['0,5 lžíce', '0,5 lžíce ', ' jablečného octa']","0,5 lžíce"
"16","Chilli paprička mletá","['kajenský pepř']","
"
"16","Mléko kravské polotučné 1,5%","['250 ml', '250 ml ', ' mléka']","250 ml"
"16","Puding v prášku","['1 sáček', '1 sáček ', ' vanilkového pudinku']","1 sáček"
"16","Cukr bílý","['2 lžíce', '2 lžíce ', ' krupicového cukru']","2 lžíce"
"16","Vaječný žloutek","['1', '1 ', ' žloutek']","1"
"16","Káva espresso","['60 ml', '60 ml ', ' silné černé kávy (překapávané)']","60 ml"
"16","Tvaroh plnotučný","['250 g', '250 g ', ' plnotučného tvarohu v kostce']","250 g"
"16","Čokoláda hořká 40%","['50 g', '50 g ', ' strouhané hořké čokolády']","50 g"
"16","Smetana kravská zakysaná 12%","['1 kelímek', '1 kelímek ', ' husté kysané smetany']","1 kelímek"
"16","Čokoláda mléčná 30%","['strouhaná čokoláda na posyp']","
"
"16","Kuře prso","['500 g', '500 g ', ' kuřecích prsou']","500 g"
"16","Pepř černý","['1 lžička', '1 lžička ', ' pepře na taco']","1 lžička"
"16","Olej řepkový","['olej']","
"
"16","Tortilla pšeničná","['1 balení', '1 balení ', ' tortilla chipsů']","1 balení"
"16","Čedar","['350 g', '350 g ', ' čedaru']","350 g"
"16","Jalapeňo paprička sterilovaná","['1', '1 ', ' paprička jalapeño']","1"
"16","Cibulka jarní čerstvá","['2', '2 ', ' jarní cibuľky']","2"
"16","Koriandr listy čerstvé","['čerstvý koriandr']","
"
"16","Avokádo čerstvé","['1', '1 ', ' avokádo']","1"
