"recipe_id","name","description","amount"
"7","Chléb pšeničný kváskový","['2 krajíce', '2 krajíce ', ' chleba']","2 krajíce"
"7","Česnek čerstvý","['česnek']","
"
"7","Olej řepkový","['trocha', 'trocha ', ' oleje']","trocha"
"7","","['']","
"
"7","Hermelín","['1', '1 ', ' hermelín']","1"
"7","Cibule červená čerstvá","['1', '1 ', ' malá červená cibule']","1"
"7","Tatarská omáčka","['50 g', '50 g ', ' tatarské omáčky']","50 g"
"7","Hořčice plnotučná","['1 lžička', '1 lžička ', ' hořčice']","1 lžička"
"7","Smetana kravská zakysaná 12%","['2 lžíce', '2 lžíce ', ' kysané smetany']","2 lžíce"
"7","Česnek čerstvý","['2 stroužky', '2 stroužky ', ' česneku']","2 stroužky"
"7","Pepř černý","['pepř']","
"
"7","Pažitka čerstvá","['pažitka']","
"
"7","","['']","
"
"7","Anglická slanina","['anglická slanina']","
"
"7","Cibule červená čerstvá","['červená cibule']","
"
"7","Brambor zimní","['4', '4 ', ' větší brambory']","4"
"7","Lilek čerstvý","['1', '1 ', ' menší lilek (nebo polovina většího)']","1"
"7","Vejce slepičí","['1-2', '1-2 ', ' vejce']","1-2"
"7","Česnek čerstvý","['4-5 stroužků', '4-5 stroužků ', ' česneku']","4-5 stroužků"
"7","Sůl mořská","['sůl']","
"
"7","Pepř černý","['pepř']","
"
"7","Majoránka sušená","['majoránka']","
"
"7","Kmín mletý","['mletý kmín']","
"
"7","Mouka pšeničná hladká","['mouka na zahuštění']","
"
"7","Mléko kravské polotučné 1,5%","['trochu', 'trochu ', ' mléka na zjemnění']","trochu"
"7","Olej řepkový","['olej na smažení (nebo sádlo)']","
"
"7","Vepřová krkovice","['500 g', '500 g ', ' krkovičky z divokého kance']","500 g"
"7","Cibule čerstvá","['2', '2 ', ' cibule']","2"
"7","Sádlo vepřové","['2 lžíce', '2 lžíce ', ' sádla']","2 lžíce"
"7","Máslo kravské","['2 lžíce', '2 lžíce ', ' másla']","2 lžíce"
"7","Mouka pšeničná hladká","['2-3 lžíce', '2-3 lžíce ', ' hladké mouky']","2-3 lžíce"
"7","Kmín mletý","['0,5 lžičky', '0,5 lžičky ', ' mletého kmínu']","0,5 lžičky"
"7","Paprika červená sušená","['2 lžičky', '2 lžičky ', ' sladké papriky']","2 lžičky"
"7","Nové koření","['5 kuliček', '5 kuliček ', ' nového koření']","5 kuliček"
"7","Pepř černý mletý","['mletý pepř']","
"
"7","Bujón hovězí","['1', '1 ', ' masox']","1"
"7","Sůl mořská","['sůl']","
"
"7","","['']","
"
"7","Mouka rýžová hladká","['1/2 hrnku', '1/2 hrnku ', ' celozrnné rýžové mouky']","1/2 hrnku"
"7","Mouka kukuřičná hladká","['1/2 hrnku', '1/2 hrnku ', ' kukuřičné mouky']","1/2 hrnku"
"7","Puding v prášku","['1 sáček', '1 sáček ', ' vanilkového pudinku']","1 sáček"
"7","Cukr bílý","['1/2 hrnku', '1/2 hrnku ', ' krupicového cukru']","1/2 hrnku"
