"recipe_id","name","value","unit"
"5","Energie","9 597","9 597 kJ / 2 294 kcal"
"5","Bílkoviny","39,66","39,66 g"
"5"," – z toho živočišné bílkoviny","7,46","7,46 g"
"5"," – z toho rostlinné bílkoviny","32,20","32,20 g"
"5","Tuky","137,73","137,73 g"
"5"," – nasycené","84,03","84,03 g"
"5"," – nenasycené","48,85","48,85 g"
"5"," –– mononenasycené","42,26","42,26 g"
"5"," –– polynenasycené","6,59","6,59 g"
"5"," ––– omega 3","0,82","0,82 g"
"5","Vláknina","8,40","8,40 g"
"5","Cholesterol","606","
606 mg
	"
"5","Sodík","458","
458 mg
	"
"5","Sůl","1,13","1,13 g"
"5","Sacharidy","219,67","219,67 g"
"5"," – cukry","28,92","28,92 g"
"5"," ––– laktóza","4,92","4,92 g"
"5","Energie","9 071","9 071 kJ / 2 168 kcal"
"5","Bílkoviny","39,84","39,84 g"
"5"," – z toho živočišné bílkoviny","34,84","34,84 g"
"5"," – z toho rostlinné bílkoviny","5,00","5,00 g"
"5","Tuky","148,84","148,84 g"
"5"," – nasycené","79,38","79,38 g"
"5"," – nenasycené","54,05","54,05 g"
"5"," –– mononenasycené","47,40","47,40 g"
"5"," –– polynenasycené","6,65","6,65 g"
"5"," ––– omega 3","0,47","0,47 g"
"5","Vláknina","3,50","3,50 g"
"5","Cholesterol","1,35","
1,35 g
	"
"5","Sodík","4,18","
4,18 g
	"
"5","Sůl","2,48","2,48 g"
"5","Sacharidy","155,10","155,10 g"
"5"," – cukry","105,58","105,58 g"
"5"," ––– laktóza","0,12","0,12 g"
"5","Energie","4 749","4 749 kJ / 1 135 kcal"
"5","Bílkoviny","112,45","112,45 g"
"5"," – z toho živočišné bílkoviny","106,57","106,57 g"
"5"," – z toho rostlinné bílkoviny","5,88","5,88 g"
"5","Tuky","61,71","61,71 g"
"5"," – nasycené","31,10","31,10 g"
"5"," – nenasycené","23,73","23,73 g"
"5"," –– mononenasycené","20,58","20,58 g"
"5"," –– polynenasycené","3,15","3,15 g"
"5"," ––– omega 3","0,43","0,43 g"
"5","Vláknina","9,72","9,72 g"
"5","Cholesterol","448","
448 mg
	"
"5","Sodík","2,74","
2,74 g
	"
"5","Sůl","6,70","6,70 g"
"5","Sacharidy","27,63","27,63 g"
"5"," – cukry","25,76","25,76 g"
"5"," ––– laktóza","7,76","7,76 g"
"5","Energie","4 324","4 324 kJ / 1 033 kcal"
"5","Bílkoviny","62,71","62,71 g"
"5"," – z toho živočišné bílkoviny","62,41","62,41 g"
"5"," – z toho rostlinné bílkoviny","0,30","0,30 g"
"5","Tuky","83,63","83,63 g"
"5"," – nasycené","34,35","34,35 g"
"5"," – nenasycené","33,50","33,50 g"
"5"," –– mononenasycené","27,80","27,80 g"
"5"," –– polynenasycené","5,70","5,70 g"
"5"," ––– omega 3","0,60","0,60 g"
"5","Vláknina","0,20","0,20 g"
"5","Cholesterol","1,65","
1,65 g
	"
"5","Sodík","856","
856 mg
	"
"5","Sůl","1,84","1,84 g"
"5","Sacharidy","7,37","7,37 g"
"5"," – cukry","1,67","1,67 g"
"5"," ––– laktóza","1,57","1,57 g"
"5","Energie","18 425","18 425 kJ / 4 404 kcal"
"5","Bílkoviny","87,43","87,43 g"
"5"," – z toho živočišné bílkoviny","32,42","32,42 g"
"5"," – z toho rostlinné bílkoviny","55,01","55,01 g"
"5","Tuky","158,71","158,71 g"
"5"," – nasycené","17,41","17,41 g"
