"recipe_id","name","value","unit"
"11","Energie","7 161","7 161 kJ / 1 711 kcal"
"11","Bílkoviny","15,68","15,68 g"
"11"," – z toho živočišné bílkoviny","6,82","6,82 g"
"11"," – z toho rostlinné bílkoviny","8,86","8,86 g"
"11","Tuky","164,70","164,70 g"
"11"," – nasycené","80,46","80,46 g"
"11"," – nenasycené","82,35","82,35 g"
"11"," –– mononenasycené","66,36","66,36 g"
"11"," –– polynenasycené","16,00","16,00 g"
"11"," ––– omega 3","0,31","0,31 g"
"11","Vláknina","24,66","24,66 g"
"11","Cholesterol","143","
143 mg
	"
"11","Sodík","842","
842 mg
	"
"11","Sůl","2,00","2,00 g"
"11","Sacharidy","34,00","34,00 g"
"11"," – cukry","14,72","14,72 g"
"11"," ––– laktóza","0,00","0,00 g"
"11","Energie","10 256","10 256 kJ / 2 451 kcal"
"11","Bílkoviny","74,00","74,00 g"
"11"," – z toho živočišné bílkoviny","0,00","0,00 g"
"11"," – z toho rostlinné bílkoviny","74,00","74,00 g"
"11","Tuky","13,80","13,80 g"
"11"," – nasycené","2,30","2,30 g"
"11"," – nenasycené","9,28","9,28 g"
"11"," –– mononenasycené","2,15","2,15 g"
"11"," –– polynenasycené","7,13","7,13 g"
"11"," ––– omega 3","0,65","0,65 g"
"11","Vláknina","34,00","34,00 g"
"11","Cholesterol","0","
0 mg
	"
"11","Sodík","6,03","
6,03 g
	"
"11","Sůl","15,00","15,00 g"
"11","Sacharidy","490,75","490,75 g"
"11"," – cukry","27,00","27,00 g"
"11"," ––– laktóza","0,00","0,00 g"
"11","Energie","7 153","7 153 kJ / 1 710 kcal"
"11","Bílkoviny","37,86","37,86 g"
"11"," – z toho živočišné bílkoviny","27,05","27,05 g"
"11"," – z toho rostlinné bílkoviny","10,81","10,81 g"
"11","Tuky","82,57","82,57 g"
"11"," – nasycené","45,79","45,79 g"
"11"," – nenasycené","29,35","29,35 g"
"11"," –– mononenasycené","25,07","25,07 g"
"11"," –– polynenasycené","4,28","4,28 g"
"11"," ––– omega 3","0,57","0,57 g"
"11","Vláknina","13,64","13,64 g"
"11","Cholesterol","724","
724 mg
	"
"11","Sodík","741","
741 mg
	"
"11","Sůl","1,74","1,74 g"
"11","Sacharidy","196,96","196,96 g"
"11"," – cukry","146,30","146,30 g"
"11"," ––– laktóza","13,28","13,28 g"
"11","Energie","9 735","9 735 kJ / 2 327 kcal"
"11","Bílkoviny","61,40","61,40 g"
"11"," – z toho živočišné bílkoviny","53,80","53,80 g"
"11"," – z toho rostlinné bílkoviny","7,60","7,60 g"
"11","Tuky","121,25","121,25 g"
"11"," – nasycené","63,47","63,47 g"
"11"," – nenasycené","42,90","42,90 g"
"11"," –– mononenasycené","36,18","36,18 g"
"11"," –– polynenasycené","6,72","6,72 g"
"11"," ––– omega 3","0,97","0,97 g"
"11","Vláknina","7,65","7,65 g"
"11","Cholesterol","1,57","
1,57 g
	"
"11","Sodík","1,04","
1,04 g
	"
"11","Sůl","2,45","2,45 g"
"11","Sacharidy","243,65","243,65 g"
"11"," – cukry","192,70","192,70 g"
"11"," ––– laktóza","13,60","13,60 g"
"11","Energie","2 888","2 888 kJ / 690 kcal"
"11","Bílkoviny","24,88","24,88 g"
"11"," – z toho živočišné bílkoviny","20,45","20,45 g"
"11"," – z toho rostlinné bílkoviny","4,43","4,43 g"
"11","Tuky","56,13","56,13 g"
"11"," – nasycené","8,72","8,72 g"
"11"," – nenasycené","42,83","42,83 g"
"11"," –– mononenasycené","13,93","13,93 g"
"11"," –– polynenasycené","28,90","28,90 g"
"11"," ––– omega 3","0,72","0,72 g"
"11","Vláknina","6,80","6,80 g"
"11","Cholesterol","157","
157 mg
	"
"11","Sodík","1,42","
1,42 g
	"
"11","Sůl","3,37","3,37 g"
"11","Sacharidy","19,21","19,21 g"
"11"," – cukry","13,81","13,81 g"
"11"," ––– laktóza","0,61","0,61 g"
"11","Energie","946","946 kJ / 226 kcal"
"11","Bílkoviny","5,98","5,98 g"
"11"," – z toho živočišné bílkoviny","0,00","0,00 g"
"11"," – z toho rostlinné bílkoviny","5,98","5,98 g"
"11","Tuky","0,57","0,57 g"
"11"," – nasycené","0,10","0,10 g"
"11"," – nenasycené","0,20","0,20 g"
"11"," –– mononenasycené","0,05","0,05 g"
"11"," –– polynenasycené","0,15","0,15 g"
"11"," ––– omega 3","0,02","0,02 g"
"11","Vláknina","11,50","11,50 g"
"11","Cholesterol","0","
0 mg
	"
"11","Sodík","99","
99 mg
	"
"11","Sůl","0,20","0,20 g"
"11","Sacharidy","44,70","44,70 g"
"11"," – cukry","10,20","10,20 g"
"11"," ––– laktóza","0,00","0,00 g"
"11","Energie","816","816 kJ / 195 kcal"
"11","Bílkoviny","3,86","3,86 g"
"11"," – z toho živočišné bílkoviny","1,40","1,40 g"
"11"," – z toho rostlinné bílkoviny","2,46","2,46 g"
"11","Tuky","10,63","10,63 g"
"11"," – nasycené","6,35","6,35 g"
"11"," – nenasycené","3,60","3,60 g"
"11"," –– mononenasycené","2,80","2,80 g"
"11"," –– polynenasycené","0,80","0,80 g"
"11"," ––– omega 3","0,13","0,13 g"
"11","Vláknina","8,94","8,94 g"
"11","Cholesterol","26","
26 mg
	"
"11","Sodík","23","
23 mg
	"
"11","Sůl","0,00","0,00 g"
"11","Sacharidy","16,53","16,53 g"
"11"," – cukry","7,16","7,16 g"
"11"," ––– laktóza","0,08","0,08 g"
"11","Energie","3 195","3 195 kJ / 764 kcal"
"11","Bílkoviny","70,32","70,32 g"
"11"," – z toho živočišné bílkoviny","68,40","68,40 g"
"11"," – z toho rostlinné bílkoviny","1,92","1,92 g"
"11","Tuky","32,26","32,26 g"
"11"," – nasycené","6,05","6,05 g"
"11"," – nenasycené","22,95","22,95 g"
"11"," –– mononenasycené","17,16","17,16 g"
"11"," –– polynenasycené","5,80","5,80 g"
"11"," ––– omega 3","0,10","0,10 g"
"11","Vláknina","4,73","4,73 g"
"11","Cholesterol","144","
144 mg
	"
"11","Sodík","150","
150 mg
	"
"11","Sůl","0,30","0,30 g"
"11","Sacharidy","46,97","46,97 g"
"11"," – cukry","31,91","31,91 g"
"11"," ––– laktóza","0,00","0,00 g"
"11","Energie","1 934","1 934 kJ / 462 kcal"
"11","Bílkoviny","54,46","54,46 g"
"11"," – z toho živočišné bílkoviny","52,50","52,50 g"
"11"," – z toho rostlinné bílkoviny","1,96","1,96 g"
"11","Tuky","20,98","20,98 g"
"11"," – nasycené","12,77","12,77 g"
"11"," – nenasycené","7,45","7,45 g"
"11"," –– mononenasycené","6,05","6,05 g"
"11"," –– polynenasycené","1,40","1,40 g"
"11"," ––– omega 3","0,35","0,35 g"
"11","Vláknina","5,13","5,13 g"
"11","Cholesterol","60","
60 mg
	"
"11","Sodík","1,90","
1,90 g
	"
"11","Sůl","4,20","4,20 g"
"11","Sacharidy","12,55","12,55 g"
"11"," – cukry","6,78","6,78 g"
"11"," ––– laktóza","2,40","2,40 g"
"11","Energie","11 506","11 506 kJ / 2 750 kcal"
"11","Bílkoviny","115,90","115,90 g"
"11"," – z toho živočišné bílkoviny","87,62","87,62 g"
"11"," – z toho rostlinné bílkoviny","28,28","28,28 g"
"11","Tuky","103,14","103,14 g"
"11"," – nasycené","60,15","60,15 g"
"11"," – nenasycené","38,12","38,12 g"
"11"," –– mononenasycené","32,55","32,55 g"
"11"," –– polynenasycené","5,57","5,57 g"
