"main_category_ind","recipe_id","name"
"True","3","Drůbeží maso"
"True","3","Bramborová jídla"
"True","3","Pro začátečníky"
"True","3","Kuřecí maso"
"False","3","Oběd"
"False","3","Večeře"
"False","3","Pikantní chutě"
"False","3","Snadné recepty"
"False","3","Recepty pro začátečníky"
"False","3","Běžný den"
"False","3","Sváteční / Nedělní recepty"
"False","3","Marinování"
"False","3","Vaření"
"False","3","Restování"
"False","3","Pečení"
"True","3","Polévky"
"True","3","Bezmasá jídla"
"True","3","Pro děti"
"True","3","Pro začátečníky"
"True","3","Luštěninové polévky"
"True","3","Zeleninové polévky"
"False","3","Oběd"
"False","3","Recepty do 30 minut"
"False","3","Levné recepty"
"False","3","Recepty pro začátečníky"
"False","3","Snadné recepty"
"False","3","Běžný den"
"False","3","Jarní recepty"
"False","3","Letní recepty"
"False","3","Bylinky"
"False","3","Zelenina"
"False","3","Česká kuchyně"
"False","3","Restování"
"False","3","Vaření"
"True","3","Zeleninová jídla"
"True","3","Pro začátečníky"
"False","3","Oběd"
"False","3","Večeře"
"False","3","Běžný den"
"False","3","Letní recepty"
"False","3","Podzimní recepty"
"False","3","Dušení"
"False","3","Bylinky"
"False","3","Cuketa"
"False","3","Rajčata"
"False","3","Snadné recepty"
"False","3","Recepty pro začátečníky"
"False","3","Rychlé recepty"
"False","3","Levné recepty"
"False","3","Recepty do 100 korun"
"False","3","Recepty do 30 minut"
"False","3","Zdravé recepty"
"False","3","Vegetariánské recepty"
"True","3","Vepřové maso"
"False","3","Oběd"
"False","3","Večeře"
"False","3","Běžný den"
"False","3","Sváteční / Nedělní recepty"
"False","3","Restování"
"False","3","Smažení"
"False","3","Zelenina"
"False","3","Snadné recepty"
"False","3","Recepty pro začátečníky"
"False","3","Rychlé recepty"
"False","3","Recepty do 30 minut"
"True","3","Drůbeží maso"
"True","3","Omáčky"
"True","3","Kuřecí maso"
"False","3","Oběd"
"False","3","Večeře"
"False","3","Dušení"
"False","3","Vaření"
"False","3","Běžný den"
"False","3","Sváteční / Nedělní recepty"
"False","3","Snadné recepty"
"True","3","Předkrmy"
"True","3","Zeleninová jídla"
"True","3","Minutky"
"False","3","Svačina"
"False","3","Večeře"
