"main_category_ind","recipe_id","name"
"True","15","Saláty"
"True","15","Zeleninové saláty"
"False","15","Večeře"
"False","15","Svačina"
"False","15","Zdravé recepty"
"False","15","Vegetariánské recepty"
"False","15","Jablka"
"False","15","Zelenina"
"False","15","Snadné recepty"
"False","15","Recepty pro začátečníky"
"False","15","Rychlé recepty"
"False","15","Levné recepty"
"False","15","Recepty do 50 korun"
"False","15","Recepty do 15 minut"
"False","15","Běžný den"
"False","15","Zimní recepty"
"False","15","Podzimní recepty"
"True","15","Moučníky"
"True","15","Dezerty, zákusky, poháry"
"False","15","Sladké chutě"
"False","15","Náročné recepty"
"False","15","Sváteční / Nedělní recepty"
"False","15","Narozeniny"
"False","15","Valentýn"
"False","15","Pečení"
"False","15","Česká kuchyně"
"False","15","Slovenská kuchyně"
"True","15","Moučníky"
"True","15","Dezerty, zákusky, poháry"
"True","15","Řezy"
"False","15","Sladké chutě"
"False","15","Náročné recepty"
"False","15","Vegetariánské recepty"
"False","15","Sváteční / Nedělní recepty"
"False","15","Večírky a oslavy"
"False","15","Česká kuchyně"
"False","15","Vaření"
"False","15","Pečení"
"True","15","Drůbeží maso"
"True","15","Krůtí maso"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Zelenina"
"False","15","Marinování"
"False","15","Restování"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Recepty pro začátečníky"
"True","15","Ryby"
"True","15","Pro začátečníky"
"False","15","Bylinky"
"False","15","Citrusy"
"False","15","Smažení"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Večeře"
"False","15","Oběd"
"False","15","Snadné recepty"
"False","15","Recepty pro začátečníky"
"False","15","Rychlé recepty"
"False","15","Recepty do 20 minut"
"True","15","Mleté maso"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Bezlepkové recepty"
"False","15","Slané chutě"
"False","15","Snadné recepty"
"False","15","Běžný den"
"False","15","Česká kuchyně"
"False","15","Vaření"
"False","15","Pečení"
"False","15","Restování"
"False","15","Zimní recepty"
"False","15","Podzimní recepty"
"True","15","Pomalý hrnec"
"False","15","Večeře"
"False","15","Oběd"
"False","15","Vaření"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Snadné recepty"
"True","15","Ryby"
"True","15","Losos"
"False","15","Svačina"
"False","15","Večeře"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Večírky a oslavy"
"False","15","Snadné recepty"
"False","15","Recepty pro začátečníky"
"False","15","Rychlé recepty"
"False","15","Recepty do 15 minut"
"True","15","Bezmasá jídla"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Bezlepkové recepty"
"False","15","Vegetariánské recepty"
"False","15","Pikantní chutě"
"False","15","Snadné recepty"
"False","15","Rychlé recepty"
"False","15","Recepty do 20 minut"
"False","15","Běžný den"
"False","15","Cuketa"
"False","15","Restování"
"True","15","Bezmasá jídla"
"True","15","Pro začátečníky"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Dušení"
"False","15","Vaření"
"False","15","Běžný den"
"False","15","Podzimní recepty"
"False","15","Zimní recepty"
"False","15","Snadné recepty"
"False","15","Recepty pro začátečníky"
"False","15","Vegetariánské recepty"
"False","15","Veganské recepty"
"True","15","Drůbeží maso"
"True","15","Kuřecí maso"
"False","15","Citrusy"
"False","15","Zelenina"
"False","15","Pečení"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Remoska"
"False","15","Bezlepkové recepty"
"False","15","Slané chutě"
"False","15","Snadné recepty"
"True","15","Drůbeží maso"
"True","15","Krůtí maso"
"False","15","Oběd"
"False","15","Bezlepkové recepty"
"False","15","Slané chutě"
"False","15","Snadné recepty"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Zelenina"
"False","15","Česká kuchyně"
"False","15","Pečení"
"True","15","Hovězí maso"
"False","15","Pálivé chutě"
"False","15","Bylinky"
"False","15","Cuketa"
"False","15","Zelenina"
"False","15","Rajčata"
"False","15","Remoska"
"False","15","Smažení"
"False","15","Pečení"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Náročné recepty"
"False","15","Večeře"
"False","15","Oběd"
"True","15","Vepřové maso"
"False","15","Cuketa"
"False","15","Rajčata"
"False","15","Remoska"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Běžný den"
"False","15","Sváteční / Nedělní recepty"
"False","15","Snadné recepty"
"True","15","Moučníky"
"True","15","Mikrovlnná trouba"
"True","15","Pro děti"
"True","15","Pro začátečníky"
"True","15","Dezerty, zákusky, poháry"
"True","15","Krémy, polevy, náplně"
"True","15","Nepečené a mražené moučníky"
"False","15","Svačina"
"False","15","Recepty pro děti"
"False","15","Recepty pro začátečníky"
"False","15","Snadné recepty"
"False","15","Běžný den"
"False","15","Dětská oslava"
"False","15","Narozeniny"
"False","15","Sváteční / Nedělní recepty"
"False","15","Večírky a oslavy"
"False","15","Ovoce"
"False","15","Recepty do 30 minut"
"True","15","Luštěniny"
"True","15","Zeleninová jídla"
"True","15","Bezmasá jídla"
"True","15","Přílohy"
"True","15","Pro začátečníky"
"True","15","Čočka"
"True","15","Rýže"
"False","15","Oběd"
"False","15","Večeře"
"False","15","Bezlepkové recepty"
"False","15","Veganské recepty"
"False","15","Vegetariánské recepty"
"False","15","Zdravé recepty"
"False","15","Recepty pro začátečníky"
"False","15","Snadné recepty"
"False","15","Běžný den"
"False","15","Letní recepty"
"False","15","Zimní recepty"
"False","15","Zelenina"
"False","15","Restování"
"False","15","Vaření"
"True","15","Pomazánky"
"True","15","Předkrmy"
"True","15","Zeleninová jídla"
"True","15","Bezmasá jídla"
"True","15","Studená kuchyně"
"True","15","Pro začátečníky"
"True","15","Pomazánky"
"True","15","Zeleninové pomazánky"
"True","15","Studené předkrmy"
"False","15","Svačina"
"False","15","Večeře"
"False","15","Veganské recepty"
"False","15","Recepty do 15 minut"
"False","15","Recepty pro začátečníky"
"False","15","Snadné recepty"
"False","15","Běžný den"
"False","15","Grilování a BBQ"
"False","15","Letní recepty"
"False","15","Narozeniny"
