"recipe_id","name","value","unit"
"2","Energie","10 866","10 866 kJ / 2 597 kcal"
"2","Bílkoviny","109,48","109,48 g"
"2"," – z toho živočišné bílkoviny","94,48","94,48 g"
"2"," – z toho rostlinné bílkoviny","15,00","15,00 g"
"2","Tuky","161,33","161,33 g"
"2"," – nasycené","95,06","95,06 g"
"2"," – nenasycené","52,42","52,42 g"
"2"," –– mononenasycené","45,95","45,95 g"
"2"," –– polynenasycené","6,47","6,47 g"
"2"," ––– omega 3","1,20","1,20 g"
"2","Vláknina","4,50","4,50 g"
"2","Cholesterol","1,23","
1,23 g
	"
"2","Sodík","1,12","
1,12 g
	"
"2","Sůl","2,85","2,85 g"
"2","Sacharidy","174,51","174,51 g"
"2"," – cukry","59,71","59,71 g"
"2"," ––– laktóza","35,71","35,71 g"
"2","Energie","7 689","7 689 kJ / 1 838 kcal"
"2","Bílkoviny","90,68","90,68 g"
"2"," – z toho živočišné bílkoviny","69,95","69,95 g"
"2"," – z toho rostlinné bílkoviny","20,73","20,73 g"
"2","Tuky","56,17","56,17 g"
"2"," – nasycené","17,85","17,85 g"
"2"," – nenasycené","27,92","27,92 g"
"2"," –– mononenasycené","20,82","20,82 g"
"2"," –– polynenasycené","7,09","7,09 g"
"2"," ––– omega 3","0,29","0,29 g"
"2","Vláknina","10,95","10,95 g"
"2","Cholesterol","182","
182 mg
	"
"2","Sodík","219","
219 mg
	"
"2","Sůl","0,43","0,43 g"
"2","Sacharidy","218,43","218,43 g"
"2"," – cukry","14,83","14,83 g"
"2"," ––– laktóza","0,00","0,00 g"
"2","Energie","15 055","15 055 kJ / 3 598 kcal"
"2","Bílkoviny","108,28","108,28 g"
"2"," – z toho živočišné bílkoviny","58,78","58,78 g"
"2"," – z toho rostlinné bílkoviny","49,50","49,50 g"
"2","Tuky","134,35","134,35 g"
"2"," – nasycené","73,17","73,17 g"
"2"," – nenasycené","57,47","57,47 g"
"2"," –– mononenasycené","44,40","44,40 g"
"2"," –– polynenasycené","13,07","13,07 g"
"2"," ––– omega 3","0,84","0,84 g"
"2","Vláknina","14,50","14,50 g"
"2","Cholesterol","370","
370 mg
	"
"2","Sodík","692","
692 mg
	"
"2","Sůl","1,58","1,58 g"
"2","Sacharidy","481,73","481,73 g"
"2"," – cukry","227,68","227,68 g"
"2"," ––– laktóza","76,88","76,88 g"
"2","Energie","173 023","173 023 kJ / 41 354 kcal"
"2","Bílkoviny","4 425,30","4 425,30 g"
"2"," – z toho živočišné bílkoviny","0,00","0,00 g"
"2"," – z toho rostlinné bílkoviny","4 425,30","4 425,30 g"
"2","Tuky","336,39","336,39 g"
"2"," – nasycené","78,11","78,11 g"
"2"," – nenasycené","196,09","196,09 g"
"2"," –– mononenasycené","23,44","23,44 g"
"2"," –– polynenasycené","172,65","172,65 g"
"2"," ––– omega 3","0,00","0,00 g"
"2","Vláknina","4 165,73","4 165,73 g"
"2","Cholesterol","0","
0 mg
	"
"2","Sodík","11,07","
11,07 g
	"
"2","Sůl","2,30","2,30 g"
"2","Sacharidy","3 075,99","3 075,99 g"
"2"," – cukry","1 741,52","1 741,52 g"
"2"," ––– laktóza","0,00","0,00 g"
"2","Energie","532","532 kJ / 127 kcal"
"2","Bílkoviny","2,99","2,99 g"
"2"," – z toho živočišné bílkoviny","0,01","0,01 g"
"2"," – z toho rostlinné bílkoviny","2,98","2,98 g"
"2","Tuky","1,91","1,91 g"
"2"," – nasycené","1,12","1,12 g"
"2"," – nenasycené","0,62","0,62 g"
"2"," –– mononenasycené","0,55","0,55 g"
"2"," –– polynenasycené","0,07","0,07 g"
"2"," ––– omega 3","0,02","0,02 g"
"2","Vláknina","6,40","6,40 g"
"2","Cholesterol","5","
5 mg
	"
"2","Sodík","12","
12 mg
	"
"2","Sůl","0,00","0,00 g"
"2","Sacharidy","22,52","22,52 g"
"2"," – cukry","5,22","5,22 g"
"2"," ––– laktóza","0,02","0,02 g"
"2","Energie","19 859","19 859 kJ / 4 747 kcal"
"2","Bílkoviny","85,54","85,54 g"
"2"," – z toho živočišné bílkoviny","25,49","25,49 g"
"2"," – z toho rostlinné bílkoviny","60,05","60,05 g"
"2","Tuky","296,34","296,34 g"
"2"," – nasycené","158,05","158,05 g"
"2"," – nenasycené","128,99","128,99 g"
"2"," –– mononenasycené","105,96","105,96 g"
"2"," –– polynenasycené","23,03","23,03 g"
"2"," ––– omega 3","0,92","0,92 g"
"2","Vláknina","18,36","18,36 g"
"2","Cholesterol","1,04","
1,04 g
	"
"2","Sodík","669","
669 mg
	"
"2","Sůl","1,54","1,54 g"
"2","Sacharidy","425,16","425,16 g"
"2"," – cukry","75,42","75,42 g"
"2"," ––– laktóza","7,08","7,08 g"
"2","Energie","5 412","5 412 kJ / 1 294 kcal"
"2","Bílkoviny","14,45","14,45 g"
"2"," – z toho živočišné bílkoviny","5,19","5,19 g"
"2"," – z toho rostlinné bílkoviny","9,26","9,26 g"
"2","Tuky","108,62","108,62 g"
"2"," – nasycené","53,70","53,70 g"
"2"," – nenasycené","53,03","53,03 g"
"2"," –– mononenasycené","44,50","44,50 g"
"2"," –– polynenasycené","8,54","8,54 g"
"2"," ––– omega 3","0,21","0,21 g"
"2","Vláknina","22,00","22,00 g"
"2","Cholesterol","104","
104 mg
	"
"2","Sodík","1,66","
1,66 g
	"
"2","Sůl","4,00","4,00 g"
"2","Sacharidy","58,23","58,23 g"
"2"," – cukry","35,30","35,30 g"
"2"," ––– laktóza","0,06","0,06 g"
"2","Energie","5 188","5 188 kJ / 1 240 kcal"
"2","Bílkoviny","54,04","54,04 g"
"2"," – z toho živočišné bílkoviny","53,06","53,06 g"
"2"," – z toho rostlinné bílkoviny","0,98","0,98 g"
"2","Tuky","109,82","109,82 g"
"2"," – nasycené","63,78","63,78 g"
"2"," – nenasycené","40,04","40,04 g"
"2"," –– mononenasycené","35,13","35,13 g"
"2"," –– polynenasycené","4,91","4,91 g"
"2"," ––– omega 3","0,50","0,50 g"
"2","Vláknina","4,20","4,20 g"
"2","Cholesterol","756","
756 mg
	"
