"recipe_id","name","value","unit"
"13","Energie","2 877","2 877 kJ / 688 kcal"
"13","Bílkoviny","50,61","50,61 g"
"13"," – z toho živočišné bílkoviny","50,31","50,31 g"
"13"," – z toho rostlinné bílkoviny","0,30","0,30 g"
"13","Tuky","48,49","48,49 g"
"13"," – nasycené","20,09","20,09 g"
"13"," – nenasycené","23,75","23,75 g"
"13"," –– mononenasycené","14,27","14,27 g"
"13"," –– polynenasycené","9,48","9,48 g"
"13"," ––– omega 3","0,48","0,48 g"
"13","Vláknina","0,95","0,95 g"
"13","Cholesterol","413","
413 mg
	"
"13","Sodík","1,91","
1,91 g
	"
"13","Sůl","4,76","4,76 g"
"13","Sacharidy","11,68","11,68 g"
"13"," – cukry","9,33","9,33 g"
"13"," ––– laktóza","8,33","8,33 g"
"13","Energie","9 352","9 352 kJ / 2 235 kcal"
"13","Bílkoviny","274,47","274,47 g"
"13"," – z toho živočišné bílkoviny","265,65","265,65 g"
"13"," – z toho rostlinné bílkoviny","8,82","8,82 g"
"13","Tuky","110,72","110,72 g"
"13"," – nasycené","66,47","66,47 g"
"13"," – nenasycené","33,72","33,72 g"
"13"," –– mononenasycené","29,02","29,02 g"
"13"," –– polynenasycené","4,70","4,70 g"
"13"," ––– omega 3","2,90","2,90 g"
"13","Vláknina","16,16","16,16 g"
"13","Cholesterol","858","
858 mg
	"
"13","Sodík","1,28","
1,28 g
	"
"13","Sůl","3,22","3,22 g"
"13","Sacharidy","29,10","29,10 g"
"13"," – cukry","16,38","16,38 g"
"13"," ––– laktóza","9,00","9,00 g"
"13","Energie","2 089","2 089 kJ / 499 kcal"
"13","Bílkoviny","12,57","12,57 g"
"13"," – z toho živočišné bílkoviny","0,30","0,30 g"
"13"," – z toho rostlinné bílkoviny","12,27","12,27 g"
"13","Tuky","27,38","27,38 g"
"13"," – nasycené","12,72","12,72 g"
"13"," – nenasycené","14,18","14,18 g"
"13"," –– mononenasycené","9,78","9,78 g"
"13"," –– polynenasycené","4,39","4,39 g"
"13"," ––– omega 3","0,45","0,45 g"
"13","Vláknina","23,60","23,60 g"
"13","Cholesterol","14","
14 mg
	"
"13","Sodík","82","
82 mg
	"
"13","Sůl","0,12","0,12 g"
"13","Sacharidy","42,38","42,38 g"
"13"," – cukry","18,22","18,22 g"
"13"," ––– laktóza","0,00","0,00 g"
"13","Energie","8 008","8 008 kJ / 1 914 kcal"
"13","Bílkoviny","117,34","117,34 g"
"13"," – z toho živočišné bílkoviny","103,54","103,54 g"
"13"," – z toho rostlinné bílkoviny","13,80","13,80 g"
"13","Tuky","69,75","69,75 g"
"13"," – nasycené","34,11","34,11 g"
"13"," – nenasycené","24,52","24,52 g"
"13"," –– mononenasycené","20,06","20,06 g"
"13"," –– polynenasycené","4,47","4,47 g"
"13"," ––– omega 3","0,97","0,97 g"
"13","Vláknina","3,60","3,60 g"
"13","Cholesterol","982","
982 mg
	"
"13","Sodík","746","
746 mg
	"
"13","Sůl","2,09","2,09 g"
"13","Sacharidy","202,43","202,43 g"
"13"," – cukry","112,33","112,33 g"
"13"," ––– laktóza","26,33","26,33 g"
"13","Energie","3 063","3 063 kJ / 732 kcal"
"13","Bílkoviny","27,70","27,70 g"
"13"," – z toho živočišné bílkoviny","26,61","26,61 g"
"13"," – z toho rostlinné bílkoviny","1,09","1,09 g"
"13","Tuky","65,53","65,53 g"
"13"," – nasycené","29,89","29,89 g"
"13"," – nenasycené","30,42","30,42 g"
"13"," –– mononenasycené","25,72","25,72 g"
"13"," –– polynenasycené","4,70","4,70 g"
"13"," ––– omega 3","0,12","0,12 g"
"13","Vláknina","2,70","2,70 g"
"13","Cholesterol","583","
583 mg
	"
"13","Sodík","1,19","
1,19 g
	"
"13","Sůl","2,87","2,87 g"
"13","Sacharidy","7,15","7,15 g"
"13"," – cukry","4,28","4,28 g"
"13"," ––– laktóza","1,05","1,05 g"
"13","Energie","8 038","8 038 kJ / 1 921 kcal"
"13","Bílkoviny","117,00","117,00 g"
"13"," – z toho živočišné bílkoviny","87,00","87,00 g"
"13"," – z toho rostlinné bílkoviny","30,00","30,00 g"
"13","Tuky","72,15","72,15 g"
"13"," – nasycené","23,41","23,41 g"
"13"," – nenasycené","34,90","34,90 g"
"13"," –– mononenasycené","27,38","27,38 g"
"13"," –– polynenasycené","7,52","7,52 g"
"13"," ––– omega 3","2,67","2,67 g"
"13","Vláknina","7,32","7,32 g"
