"main_category_ind","recipe_id","name"
"True","18","Moučníky"
"True","18","Dezerty, zákusky, poháry"
"True","18","Nepečené a mražené moučníky"
"False","18","Citrusy"
"False","18","Jablka"
"False","18","Běžný den"
"False","18","Sváteční / Nedělní recepty"
"False","18","Vegetariánské recepty"
"False","18","Recepty do 50 korun"
"False","18","Recepty pro začátečníky"
"False","18","Snadné recepty"
"True","18","Polévky"
"True","18","Zeleninové polévky"
"False","18","Oběd"
"False","18","Večeře"
"False","18","Slané chutě"
"False","18","Recepty do 30 minut"
"False","18","Levné recepty"
"False","18","Rychlé recepty"
"False","18","Snadné recepty"
"False","18","Recepty do 100 korun"
"False","18","Běžný den"
"False","18","Bylinky"
"False","18","Rajčata"
"False","18","Zelenina"
"False","18","Italská kuchyně"
"False","18","Vaření"
"False","18","Restování"
"False","18","Vegetariánské recepty"
"True","18","Bezmasá jídla"
"False","18","Oběd"
"False","18","Večeře"
"False","18","Slané chutě"
"False","18","Vegetariánské recepty"
"False","18","Snadné recepty"
"False","18","Rychlé recepty"
"False","18","Levné recepty"
"False","18","Recepty pro začátečníky"
"False","18","Běžný den"
"False","18","Česká kuchyně"
"False","18","Asijská kuchyně"
"False","18","Smažení"
"True","18","Cukroví"
"True","18","Kuličky"
"True","18","Nepečené cukroví"
"False","18","Snadné recepty"
"False","18","Rychlé recepty"
"False","18","Sladké chutě"
"False","18","Recepty pro začátečníky"
"False","18","Běžný den"
"False","18","Večírky a oslavy"
"False","18","Sváteční / Nedělní recepty"
"False","18","Vánoce"
"False","18","Recepty do 50 korun"
"True","18","Saláty"
"True","18","Zeleninové saláty"
"False","18","Zelí"
"False","18","Zelenina"
"False","18","Podzimní recepty"
"False","18","Pikantní chutě"
"False","18","Oběd"
"False","18","Snadné recepty"
"False","18","Rychlé recepty"
"False","18","Recepty pro začátečníky"
"False","18","Běžný den"
"False","18","Sváteční / Nedělní recepty"
"False","18","Česká kuchyně"
"False","18","Bezlepkové recepty"
"False","18","Vegetariánské recepty"
"True","18","Jiné maso"
"True","18","Králičí maso"
"False","18","Oběd"
"False","18","Slané chutě"
"False","18","Snadné recepty"
"False","18","Sváteční / Nedělní recepty"
"False","18","Podzimní recepty"
"False","18","Bylinky"
"False","18","Zelenina"
"False","18","Česká kuchyně"
"False","18","Dušení"
