"recipe_id","name","value","unit"
"1","Energie","0","0 kJ / 0 kcal"
"1","Bílkoviny","0,00","0,00 g"
"1"," – z toho živočišné bílkoviny","0,00","0,00 g"
"1"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"1","Tuky","0,00","0,00 g"
"1"," – nasycené","0,00","0,00 g"
"1"," – nenasycené","0,00","0,00 g"
"1"," –– mononenasycené","0,00","0,00 g"
"1"," –– polynenasycené","0,00","0,00 g"
"1"," ––– omega 3","0,00","0,00 g"
"1","Vláknina","0,00","0,00 g"
"1","Cholesterol","0","
0 mg
	"
"1","Sodík","0","
0 mg
	"
"1","Sůl","0,00","0,00 g"
"1","Sacharidy","0,00","0,00 g"
"1"," – cukry","0,00","0,00 g"
"1"," ––– laktóza","0,00","0,00 g"
"1","Energie","2 962","2 962 kJ / 708 kcal"
"1","Bílkoviny","11,15","11,15 g"
"1"," – z toho živočišné bílkoviny","0,42","0,42 g"
"1"," – z toho rostlinné bílkoviny","10,73","10,73 g"
"1","Tuky","50,12","50,12 g"
"1"," – nasycené","32,26","32,26 g"
"1"," – nenasycené","17,02","17,02 g"
"1"," –– mononenasycené","15,65","15,65 g"
"1"," –– polynenasycené","1,37","1,37 g"
"1"," ––– omega 3","0,21","0,21 g"
"1","Vláknina","19,80","19,80 g"
"1","Cholesterol","153","
153 mg
	"
"1","Sodík","32","
32 mg
	"
"1","Sůl","0,00","0,00 g"
"1","Sacharidy","44,38","44,38 g"
"1"," – cukry","8,68","8,68 g"
"1"," ––– laktóza","0,48","0,48 g"
"1","Energie","3 535","3 535 kJ / 845 kcal"
"1","Bílkoviny","14,44","14,44 g"
"1"," – z toho živočišné bílkoviny","5,04","5,04 g"
"1"," – z toho rostlinné bílkoviny","9,40","9,40 g"
"1","Tuky","64,84","64,84 g"
"1"," – nasycené","42,48","42,48 g"
"1"," – nenasycené","19,89","19,89 g"
"1"," –– mononenasycené","17,12","17,12 g"
"1"," –– polynenasycené","2,77","2,77 g"
"1"," ––– omega 3","0,63","0,63 g"
"1","Vláknina","29,80","29,80 g"
"1","Cholesterol","210","
210 mg
	"
"1","Sodík","599","
599 mg
	"
"1","Sůl","1,41","1,41 g"
"1","Sacharidy","37,70","37,70 g"
"1"," – cukry","25,50","25,50 g"
"1"," ––– laktóza","6,30","6,30 g"
"1","Energie","1 367","1 367 kJ / 327 kcal"
"1","Bílkoviny","22,99","22,99 g"
"1"," – z toho živočišné bílkoviny","21,31","21,31 g"
"1"," – z toho rostlinné bílkoviny","1,68","1,68 g"
"1","Tuky","17,99","17,99 g"
"1"," – nasycené","5,47","5,47 g"
"1"," – nenasycené","7,93","7,93 g"
"1"," –– mononenasycené","6,31","6,31 g"
"1"," –– polynenasycené","1,62","1,62 g"
"1"," ––– omega 3","0,07","0,07 g"
"1","Vláknina","3,00","3,00 g"
"1","Cholesterol","526","
526 mg
	"
"1","Sodík","377","
377 mg
	"
"1","Sůl","0,47","0,47 g"
"1","Sacharidy","16,71","16,71 g"
"1"," – cukry","10,99","10,99 g"
"1"," ––– laktóza","3,25","3,25 g"
"1","Energie","7 828","7 828 kJ / 1 871 kcal"
"1","Bílkoviny","168,35","168,35 g"
"1"," – z toho živočišné bílkoviny","168,35","168,35 g"
"1"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"1","Tuky","133,00","133,00 g"
"1"," – nasycené","63,46","63,46 g"
"1"," – nenasycené","66,99","66,99 g"
"1"," –– mononenasycené","56,66","56,66 g"
"1"," –– polynenasycené","10,33","10,33 g"
"1"," ––– omega 3","1,48","1,48 g"
"1","Vláknina","0,00","0,00 g"
