"recipe_id","name","description","amount"
"9","Lučina 70% t.v s.","['300 g', '300 g ', ' Lučiny']","300 g"
"9","Mléko kravské plnotučné 3,5%","['3 lžíce', '3 lžíce ', ' plnotučného mléka']","3 lžíce"
"9","Cukr bílý","['3 lžíce', '3 lžíce ', ' moučkového cukru']","3 lžíce"
"9","Banán čerstvý","['2', '2 ', ' banány']","2"
"9","Čokoláda hořká 40%","['kousek', 'kousek ', ' hořké čokolády']","kousek"
"9","Rohlík pšeničný bílý","['200 g', '200 g ', ' starších rohlíků']","200 g"
"9","Zelí bílé čerstvé","['300 g', '300 g ', ' bílého hlávkového zelí']","300 g"
"9","Brambor zimní","['300 g', '300 g ', ' brambor']","300 g"
"9","Vepřový bok uzený","['200 g', '200 g ', ' uzeného bůčku']","200 g"
"9","Vývar vepřový","['2 l', '2 l ', ' uzeného vývaru']","2 l"
"9","Česnek čerstvý","['4 stroužky', '4 stroužky ', ' česneku']","4 stroužky"
"9","Kmín mletý","['1/2 lžičky', '1/2 lžičky ', ' drceného kmínu']","1/2 lžičky"
"9","Pepř černý mletý","['mletý pepř']","
"
"9","Sůl mořská","['sůl']","
"
"9","Camembert","['1', '1 ', ' camembert s bylinkami (100 g)']","1"
"9","Brambor zimní","['1', '1 ', ' větší uvařený brambor']","1"
"9","Klobása","['1', '1 ', ' menší nožka klobásy']","1"
"9","Cibulka jarní čerstvá","['nať jarní cibulky']","
"
"9","Sádlo vepřové","['sádlo']","
"
"9","Sůl mořská","['sůl']","
"
"9","Brambor zimní","['3', '3 ', ' studené uvařené brambory']","3"
"9","Cibule červená čerstvá","['1/2', '1/2 ', ' červené cibule (nebo jiné)']","1/2"
"9","Šunka vepřová vařená","['60-100 g', '60-100 g ', ' šunky (nebo uzeného masa)']","60-100 g"
"9","Hermelín","['1/2', '1/2 ', ' hermelínu']","1/2"
"9","Rajčata cherry","['6-8', '6-8 ', ' cherry rajčat']","6-8"
"9","Vejce slepičí","['2-3', '2-3 ', ' vejce (podle velikosti)']","2-3"
"9","Smetana kravská sladká 12%","['2 lžíce', '2 lžíce ', ' smetany']","2 lžíce"
"9","Sůl mořská","['sůl']","
"
"9","Pepř černý","['pepř']","
"
"9","Pažitka čerstvá","['pažitka (nebo petrželka)']","
"
"9","Sýr kravský tvrdý 30%","['strouhaný sýr na posyp']","
"
"9","Brambor zimní","['5', '5 ', ' středně velkých brambor']","5"
"9","Mrkev čerstvá","['3', '3 ', ' mrkve']","3"
"9","Olej řepkový","['3 lžíce', '3 lžíce ', ' oleje']","3 lžíce"
"9","Máslo kravské","['2 lžíce', '2 lžíce ', ' másla']","2 lžíce"
"9","Sůl mořská","['sůl']","
"
"9","Libeček sušený","['1 lžíce', '1 lžíce ', ' sušeného libečku']","1 lžíce"
"9","Petržel nať čerstvá","['1 lžíce', '1 lžíce ', ' nasekané čerstvé petrželky']","1 lžíce"
"9","Vývar masový","['200 ml', '200 ml ', ' vývaru']","200 ml"
"9","Vepřové nožičky","['4', '4 ', ' nožky vepřových párků']","4"
"9","Vejce slepičí","['4', '4 ', ' vejce']","4"
"9","Listové těsto","['1', '1 ', ' listové těsto']","1"
"9","Tvaroh polotučný","['250 g', '250 g ', ' tvarohu ve vaničce']","250 g"
"9","Rybíz červený čerstvý","['500 g', '500 g ', ' rybízu']","500 g"
"9","Piškoty","['1 hrst', '1 hrst ', ' piškotů']","1 hrst"
"9","Vlašské ořechy","['1 hrst', '1 hrst ', ' ořechů']","1 hrst"
"9","Cukr bílý","['cukr']","
"
"9","Skořice ceylonská","['skořice']","
"
"9","","['']","
"
"9","Mouka pšeničná hladká","['200 g', '200 g ', ' hladké mouky']","200 g"
"9","Sůl mořská","['1 špetka', '1 špetka ', ' soli']","1 špetka"
"9","Cukr bílý","['20 g', '20 g ', '  cukru']","20 g"
"9","Kakao prášek","['15 g', '15 g ', ' černého kakaa']","15 g"
"9","Vejce slepičí","['1', '1 ', ' vejce']","1"
"9","Mléko kravské polotučné 1,5%","['400 ml', '400 ml ', ' mléka']","400 ml"
"9","Ghí","['přepuštěné máslo na smažení']","
"
"9","","['']","
"
"9","Cukr bílý","['70 g', '70 g ', ' cukru krupice']","70 g"
"9","Pomeranč čerstvý","['šťáva ze 2 pomerančů']","
"
"9","Šťáva z citrónu","['šťáva z 1/2 citronu']","
"
"9","Máslo kravské","['40 g', '40 g ', ' másla']","40 g"
"9","Bramborový škrob","['1 lžička', '1 lžička ', ' Solamylu']","1 lžička"
"9","","['']","
"
"9","Šťáva z pomeranče","['500 g', '500 g ', '  vymačkané pomerančové šťávy']","500 g"
"9","Cukr želírovací","['250 g', '250 g ', ' želírovacího cukru']","250 g"
"9","Pomerančová kůra čerstvá","['1 špetka', '1 špetka ', ' nastrouhané pomerančové kůry']","1 špetka"
"9","","['300 g', '300 g ', ' sumečka']","300 g"
"9","Sůl mořská","['sůl']","
"
"9","Pepř černý mletý","['četstvě mletý pepř']","
"
"9","Olej podzemnicový","['1 lžíce', '1 lžíce ', ' arašídového oleje (nebo olivového)']","1 lžíce"
"9","Máslo kravské","['1 lžíce', '1 lžíce ', ' másla']","1 lžíce"
"9","Cibule červená čerstvá","['1', '1 ', ' menší červená cibule']","1"
"9","Pórek čerstvý","['100 g', '100 g ', ' pórku (bílá část)']","100 g"
"9","Hrášek zelený","['1 hrst', '1 hrst ', ' hrášku (mraženého)']","1 hrst"
"9","Paprika žlutá čerstvá","['1/2', '1/2 ', ' žluté papriky']","1/2"
