"main_category_ind","recipe_id","name"
"True","2","Sladká jídla"
"True","2","Bezmasá jídla"
"True","2","Moučníky"
"True","2","Pro začátečníky"
"True","2","Palačinky"
"False","2","Svačina"
"False","2","Večeře"
"False","2","Sladké chutě"
"False","2","Recepty do 100 korun"
"False","2","Snadné recepty"
"False","2","Evropská kuchyně"
"False","2","Dětská oslava"
"False","2","Sváteční / Nedělní recepty"
"True","2","Vepřové maso"
"False","2","Oběd"
"False","2","Večeře"
"False","2","Slané chutě"
"False","2","Recepty pro začátečníky"
"False","2","Rychlé recepty"
"False","2","Snadné recepty"
"False","2","Běžný den"
"False","2","Italská kuchyně"
"True","2","Moučníky"
"True","2","Drobné pečivo"
"True","2","Smažené moučníky"
"False","2","Sladké chutě"
"False","2","Náročné recepty"
"False","2","Běžný den"
"False","2","Sváteční / Nedělní recepty"
"False","2","Indická kuchyně"
"True","2","Zeleninová jídla"
"True","2","Bezmasá jídla"
"False","2","Oběd"
"False","2","Večeře"
"False","2","Vegetariánské recepty"
"False","2","Zdravé recepty"
"False","2","Slané chutě"
"False","2","Náročné recepty"
"False","2","Běžný den"
"False","2","Brokolice"
"False","2","Asijská kuchyně"
"False","2","Indická kuchyně"
"True","2","Mikrovlnná trouba"
"True","2","Sýry"
"False","2","Večeře"
"False","2","Oběd"
"False","2","Slané chutě"
"False","2","Recepty pro začátečníky"
"False","2","Snadné recepty"
"False","2","Běžný den"
"False","2","Sváteční / Nedělní recepty"
"False","2","Česká kuchyně"
"False","2","Grilování"
"False","2","Pečení"
"True","2","Moučníky"
"True","2","Koláče a buchty"
"True","2","Kynuté moučníky"
"False","2","Svačina"
"False","2","Sladké chutě"
"False","2","Běžný den"
"False","2","Sváteční / Nedělní recepty"
"False","2","Svatba"
"False","2","Česká kuchyně"
"True","2","Jiné maso"
"True","2","Králičí maso"
"False","2","Oběd"
"False","2","Slané chutě"
"False","2","Sváteční / Nedělní recepty"
"False","2","Česká kuchyně"
"False","2","Evropská kuchyně"
"False","2","Pečení"
"True","2","Jiné maso"
"True","2","Polévky"
"True","2","Krémové polévky"
"False","2","Oběd"
"False","2","Večeře"
"False","2","Svačina"
"False","2","Slané chutě"
"False","2","Recepty do 30 minut"
"False","2","Snadné recepty"
"False","2","Běžný den"
"False","2","Podzimní recepty"
"False","2","Zimní recepty"
"False","2","Evropská kuchyně"
"False","2","Česká kuchyně"
"False","2","Vaření"
"True","2","Sladká jídla"
"False","2","Svačina"
"False","2","Večeře"
"False","2","Recepty pro děti"
"False","2","Sladké chutě"
"False","2","Levné recepty"
"False","2","Recepty pro začátečníky"
"False","2","Snadné recepty"
"False","2","Česká kuchyně"
"False","2","Kynutí"
"False","2","Smažení"
"True","2","Vepřové maso"
"True","2","Minutky"
"True","2","Maso"
"False","2","Oběd"
"False","2","Večeře"
"False","2","Pikantní chutě"
"False","2","Sváteční / Nedělní recepty"
"False","2","Evropská kuchyně"
"False","2","Pečení"
"True","2","Moučníky"
"True","2","Dezerty, zákusky, poháry"
"False","2","Recepty do 30 minut"
"False","2","Sladké chutě"
"False","2","Zdravé recepty"
"False","2","Česká kuchyně"
"False","2","Pečení"
"True","2","Vepřové maso"
"False","2","Oběd"
"False","2","Recepty pro začátečníky"
"False","2","Běžný den"
"False","2","Sváteční / Nedělní recepty"
"False","2","Maďarská kuchyně"
