"recipe_id","name","value","unit"
"3","Energie","4 107","4 107 kJ / 982 kcal"
"3","Bílkoviny","116,07","116,07 g"
"3"," – z toho živočišné bílkoviny","105,00","105,00 g"
"3"," – z toho rostlinné bílkoviny","11,07","11,07 g"
"3","Tuky","16,70","16,70 g"
"3"," – nasycené","3,93","3,93 g"
"3"," – nenasycené","8,18","8,18 g"
"3"," –– mononenasycené","6,83","6,83 g"
"3"," –– polynenasycené","1,35","1,35 g"
"3"," ––– omega 3","0,10","0,10 g"
"3","Vláknina","12,67","12,67 g"
"3","Cholesterol","200","
200 mg
	"
"3","Sodík","6,00","
6,00 g
	"
"3","Sůl","14,73","14,73 g"
"3","Sacharidy","86,03","86,03 g"
"3"," – cukry","7,67","7,67 g"
"3"," ––– laktóza","0,00","0,00 g"
"3","Energie","677","677 kJ / 162 kcal"
"3","Bílkoviny","1,92","1,92 g"
"3"," – z toho živočišné bílkoviny","0,00","0,00 g"
"3"," – z toho rostlinné bílkoviny","1,92","1,92 g"
"3","Tuky","10,63","10,63 g"
"3"," – nasycené","1,46","1,46 g"
"3"," – nenasycené","9,10","9,10 g"
"3"," –– mononenasycené","7,82","7,82 g"
"3"," –– polynenasycené","1,28","1,28 g"
"3"," ––– omega 3","0,02","0,02 g"
"3","Vláknina","3,53","3,53 g"
"3","Cholesterol","0","
0 mg
	"
"3","Sodík","50","
50 mg
	"
"3","Sůl","0,10","0,10 g"
"3","Sacharidy","13,22","13,22 g"
"3"," – cukry","2,64","2,64 g"
"3"," ––– laktóza","0,00","0,00 g"
"3","Energie","5 629","5 629 kJ / 1 345 kcal"
"3","Bílkoviny","37,22","37,22 g"
"3"," – z toho živočišné bílkoviny","29,54","29,54 g"
"3"," – z toho rostlinné bílkoviny","7,68","7,68 g"
"3","Tuky","108,17","108,17 g"
"3"," – nasycené","46,82","46,82 g"
"3"," – nenasycené","53,26","53,26 g"
"3"," –– mononenasycené","44,63","44,63 g"
"3"," –– polynenasycené","8,63","8,63 g"
"3"," ––– omega 3","0,20","0,20 g"
"3","Vláknina","17,28","17,28 g"
"3","Cholesterol","847","
847 mg
	"
"3","Sodík","2,07","
2,07 g
	"
"3","Sůl","4,63","4,63 g"
"3","Sacharidy","49,30","49,30 g"
"3"," – cukry","34,88","34,88 g"
"3"," ––– laktóza","0,00","0,00 g"
"3","Energie","1 113","1 113 kJ / 266 kcal"
"3","Bílkoviny","12,70","12,70 g"
"3"," – z toho živočišné bílkoviny","0,00","0,00 g"
"3"," – z toho rostlinné bílkoviny","12,70","12,70 g"
"3","Tuky","3,20","3,20 g"
"3"," – nasycené","0,58","0,58 g"
"3"," – nenasycené","2,50","2,50 g"
