"recipe_id","name","value","unit"
"18","Sůl","1,00","1,00 g"
"18","Sacharidy","30,24","30,24 g"
"18"," – cukry","28,24","28,24 g"
"18"," ––– laktóza","0,24","0,24 g"
"18","Energie","4 043","4 043 kJ / 966 kcal"
"18","Bílkoviny","91,33","91,33 g"
"18"," – z toho živočišné bílkoviny","89,85","89,85 g"
"18"," – z toho rostlinné bílkoviny","1,48","1,48 g"
"18","Tuky","61,92","61,92 g"
"18"," – nasycené","19,29","19,29 g"
"18"," – nenasycené","29,95","29,95 g"
"18"," –– mononenasycené","23,45","23,45 g"
"18"," –– polynenasycené","6,49","6,49 g"
"18"," ––– omega 3","0,33","0,33 g"
"18","Vláknina","5,65","5,65 g"
"18","Cholesterol","230","
230 mg
	"
"18","Sodík","289","
289 mg
	"
"18","Sůl","0,55","0,55 g"
"18","Sacharidy","9,30","9,30 g"
"18"," – cukry","6,20","6,20 g"
"18"," ––– laktóza","0,00","0,00 g"
"18","Energie","5 892","5 892 kJ / 1 408 kcal"
"18","Bílkoviny","72,36","72,36 g"
"18"," – z toho živočišné bílkoviny","44,86","44,86 g"
"18"," – z toho rostlinné bílkoviny","27,50","27,50 g"
"18","Tuky","34,12","34,12 g"
"18"," – nasycené","11,39","11,39 g"
"18"," – nenasycené","16,50","16,50 g"
"18"," –– mononenasycené","9,85","9,85 g"
"18"," –– polynenasycené","6,65","6,65 g"
"18"," ––– omega 3","0,16","0,16 g"
"18","Vláknina","20,00","20,00 g"
"18","Cholesterol","558","
558 mg
	"
"18","Sodík","711","
711 mg
	"
"18","Sůl","1,65","1,65 g"
"18","Sacharidy","192,90","192,90 g"
"18"," – cukry","14,00","14,00 g"
"18"," ––– laktóza","9,00","9,00 g"
"18","Energie","0","0 kJ / 0 kcal"
"18","Bílkoviny","0,00","0,00 g"
"18"," – z toho živočišné bílkoviny","0,00","0,00 g"
"18"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"18","Tuky","0,00","0,00 g"
"18"," – nasycené","0,00","0,00 g"
"18"," – nenasycené","0,00","0,00 g"
"18"," –– mononenasycené","0,00","0,00 g"
"18"," –– polynenasycené","0,00","0,00 g"
"18"," ––– omega 3","0,00","0,00 g"
"18","Vláknina","0,00","0,00 g"
"18","Cholesterol","0","
0 mg
	"
"18","Sodík","0","
0 mg
	"
"18","Sůl","0,00","0,00 g"
"18","Sacharidy","0,00","0,00 g"
"18"," – cukry","0,00","0,00 g"
"18"," ––– laktóza","0,00","0,00 g"
"18","Energie","7 860","7 860 kJ / 1 879 kcal"
"18","Bílkoviny","62,20","62,20 g"
"18"," – z toho živočišné bílkoviny","59,00","59,00 g"
"18"," – z toho rostlinné bílkoviny","3,20","3,20 g"
"18","Tuky","163,04","163,04 g"
"18"," – nasycené","64,34","64,34 g"
"18"," – nenasycené","91,46","91,46 g"
"18"," –– mononenasycené","42,04","42,04 g"
"18"," –– polynenasycené","49,42","49,42 g"
"18"," ––– omega 3","1,88","1,88 g"
"18","Vláknina","7,80","7,80 g"
"18","Cholesterol","346","
346 mg
	"
"18","Sodík","3,13","
3,13 g
	"
"18","Sůl","7,80","7,80 g"
"18","Sacharidy","36,70","36,70 g"
"18"," – cukry","34,20","34,20 g"
"18"," ––– laktóza","5,70","5,70 g"
"18","Energie","13 780","13 780 kJ / 3 294 kcal"
"18","Bílkoviny","160,95","160,95 g"
"18"," – z toho živočišné bílkoviny","139,00","139,00 g"
"18"," – z toho rostlinné bílkoviny","21,95","21,95 g"
"18","Tuky","199,40","199,40 g"
"18"," – nasycené","78,63","78,63 g"
"18"," – nenasycené","105,22","105,22 g"
"18"," –– mononenasycené","61,02","61,02 g"
"18"," –– polynenasycené","44,21","44,21 g"
"18"," ––– omega 3","3,30","3,30 g"
"18","Vláknina","24,40","24,40 g"
"18","Cholesterol","1,84","
1,84 g
	"
"18","Sodík","6,89","
6,89 g
	"
"18","Sůl","16,25","16,25 g"
"18","Sacharidy","201,60","201,60 g"
"18"," – cukry","39,60","39,60 g"
"18"," ––– laktóza","20,60","20,60 g"
"18","Energie","1 497","1 497 kJ / 358 kcal"
"18","Bílkoviny","22,40","22,40 g"
"18"," – z toho živočišné bílkoviny","17,00","17,00 g"
"18"," – z toho rostlinné bílkoviny","5,40","5,40 g"
"18","Tuky","12,90","12,90 g"
"18"," – nasycené","8,00","8,00 g"
"18"," – nenasycené","4,60","4,60 g"
"18"," –– mononenasycené","3,80","3,80 g"
"18"," –– polynenasycené","0,80","0,80 g"
"18"," ––– omega 3","0,05","0,05 g"
"18","Vláknina","6,60","6,60 g"
"18","Cholesterol","30","
30 mg
	"
"18","Sodík","203","
203 mg
	"
"18","Sůl","0,50","0,50 g"
"18","Sacharidy","34,70","34,70 g"
"18"," – cukry","25,10","25,10 g"
"18"," ––– laktóza","24,50","24,50 g"
"18","Energie","14 187","14 187 kJ / 3 391 kcal"
"18","Bílkoviny","78,98","78,98 g"
"18"," – z toho živočišné bílkoviny","15,18","15,18 g"
"18"," – z toho rostlinné bílkoviny","63,80","63,80 g"
"18","Tuky","169,00","169,00 g"
"18"," – nasycené","78,32","78,32 g"
"18"," – nenasycené","85,30","85,30 g"
"18"," –– mononenasycené","64,43","64,43 g"
"18"," –– polynenasycené","20,87","20,87 g"
"18"," ––– omega 3","0,70","0,70 g"
"18","Vláknina","18,36","18,36 g"
"18","Cholesterol","363","
363 mg
	"
"18","Sodík","3,33","
3,33 g
	"
"18","Sůl","8,28","8,28 g"
"18","Sacharidy","379,28","379,28 g"
"18"," – cukry","38,09","38,09 g"
"18"," ––– laktóza","12,25","12,25 g"
"18","Energie","10 173","10 173 kJ / 2 431 kcal"
"18","Bílkoviny","53,14","53,14 g"
"18"," – z toho živočišné bílkoviny","30,14","30,14 g"
"18"," – z toho rostlinné bílkoviny","23,00","23,00 g"
"18","Tuky","110,18","110,18 g"
"18"," – nasycené","60,26","60,26 g"
"18"," – nenasycené","41,34","41,34 g"
"18"," –– mononenasycené","35,20","35,20 g"
"18"," –– polynenasycené","6,14","6,14 g"
"18"," ––– omega 3","0,59","0,59 g"
"18","Vláknina","6,00","6,00 g"
"18","Cholesterol","1,04","
1,04 g
	"
"18","Sodík","742","
742 mg
	"
"18","Sůl","1,73","1,73 g"
"18","Sacharidy","303,80","303,80 g"
"18"," – cukry","165,70","165,70 g"
"18"," ––– laktóza","5,70","5,70 g"
"18","Energie","2 903","2 903 kJ / 694 kcal"
"18","Bílkoviny","45,12","45,12 g"
"18"," – z toho živočišné bílkoviny","39,64","39,64 g"
"18"," – z toho rostlinné bílkoviny","5,48","5,48 g"
"18","Tuky","29,30","29,30 g"
"18"," – nasycené","9,61","9,61 g"
"18"," – nenasycené","12,54","12,54 g"
"18"," –– mononenasycené","10,07","10,07 g"
"18"," –– polynenasycené","2,47","2,47 g"
"18"," ––– omega 3","0,12","0,12 g"
"18","Vláknina","5,55","5,55 g"
"18","Cholesterol","801","
801 mg
	"
"18","Sodík","465","
465 mg
	"
"18","Sůl","1,03","1,03 g"
"18","Sacharidy","60,85","60,85 g"
"18"," – cukry","23,80","23,80 g"
"18"," ––– laktóza","19,60","19,60 g"
"18","Energie","0","0 kJ / 0 kcal"
"18","Bílkoviny","0,00","0,00 g"
"18"," – z toho živočišné bílkoviny","0,00","0,00 g"
"18"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"18","Tuky","0,00","0,00 g"
"18"," – nasycené","0,00","0,00 g"
"18"," – nenasycené","0,00","0,00 g"
"18"," –– mononenasycené","0,00","0,00 g"
"18"," –– polynenasycené","0,00","0,00 g"
"18"," ––– omega 3","0,00","0,00 g"
"18","Vláknina","0,00","0,00 g"
"18","Cholesterol","0","
0 mg
	"
"18","Sodík","0","
0 mg
	"
"18","Sůl","0,00","0,00 g"
"18","Sacharidy","0,00","0,00 g"
"18"," – cukry","0,00","0,00 g"
"18"," ––– laktóza","0,00","0,00 g"
"18","Energie","1 785","1 785 kJ / 427 kcal"
"18","Bílkoviny","13,58","13,58 g"
"18"," – z toho živočišné bílkoviny","3,50","3,50 g"
"18"," – z toho rostlinné bílkoviny","10,08","10,08 g"
"18","Tuky","15,16","15,16 g"
"18"," – nasycené","9,48","9,48 g"
"18"," – nenasycené","4,57","4,57 g"
"18"," –– mononenasycené","4,01","4,01 g"
"18"," –– polynenasycené","0,56","0,56 g"
"18"," ––– omega 3","0,13","0,13 g"
"18","Vláknina","23,40","23,40 g"
"18","Cholesterol","45","
45 mg
	"
"18","Sodík","64","
64 mg
	"
"18","Sůl","0,13","0,13 g"
"18","Sacharidy","49,45","49,45 g"
"18"," – cukry","22,07","22,07 g"
"18"," ––– laktóza","4,75","4,75 g"
"18","Energie","11 451","11 451 kJ / 2 737 kcal"
"18","Bílkoviny","99,30","99,30 g"
"18"," – z toho živočišné bílkoviny","0,00","0,00 g"
"18"," – z toho rostlinné bílkoviny","99,30","99,30 g"
"18","Tuky","20,49","20,49 g"
"18"," – nasycené","4,55","4,55 g"
"18"," – nenasycené","11,63","11,63 g"
"18"," –– mononenasycené","4,31","4,31 g"
"18"," –– polynenasycené","7,32","7,32 g"
"18"," ––– omega 3","0,31","0,31 g"
"18","Vláknina","123,64","123,64 g"
"18","Cholesterol","0","
0 mg
	"
"18","Sodík","2,05","
2,05 g
	"
"18","Sůl","4,54","4,54 g"
"18","Sacharidy","481,70","481,70 g"
"18"," – cukry","83,32","83,32 g"
"18"," ––– laktóza","0,00","0,00 g"
"18","Energie","1 307","1 307 kJ / 312 kcal"
"18","Bílkoviny","8,00","8,00 g"
"18"," – z toho živočišné bílkoviny","0,00","0,00 g"
"18"," – z toho rostlinné bílkoviny","8,00","8,00 g"
"18","Tuky","0,40","0,40 g"
"18"," – nasycené","0,00","0,00 g"
"18"," – nenasycené","0,00","0,00 g"
"18"," –– mononenasycené","0,00","0,00 g"
"18"," –– polynenasycené","0,00","0,00 g"
"18"," ––– omega 3","0,04","0,04 g"
"18","Vláknina","8,80","8,80 g"
"18","Cholesterol","0","
0 mg
	"
"18","Sodík","24","
24 mg
	"
"18","Sůl","0,00","0,00 g"
"18","Sacharidy","64,80","64,80 g"
"18"," – cukry","4,00","4,00 g"
"18"," ––– laktóza","0,00","0,00 g"
"18","Energie","18 217","18 217 kJ / 4 354 kcal"
"18","Bílkoviny","85,91","85,91 g"
"18"," – z toho živočišné bílkoviny","20,94","20,94 g"
"18"," – z toho rostlinné bílkoviny","64,97","64,97 g"
"18","Tuky","195,76","195,76 g"
"18"," – nasycené","115,15","115,15 g"
"18"," – nenasycené","71,19","71,19 g"
"18"," –– mononenasycené","60,81","60,81 g"
"18"," –– polynenasycené","10,38","10,38 g"
"18"," ––– omega 3","0,99","0,99 g"
"18","Vláknina","18,25","18,25 g"
"18","Cholesterol","1,16","
1,16 g
	"
"18","Sodík","152","
152 mg
	"
"18","Sůl","0,35","0,35 g"
"18","Sacharidy","553,01","553,01 g"
"18"," – cukry","134,91","134,91 g"
"18"," ––– laktóza","13,85","13,85 g"
"18","Energie","7 700","7 700 kJ / 1 840 kcal"
"18","Bílkoviny","218,93","218,93 g"
"18"," – z toho živočišné bílkoviny","211,20","211,20 g"
"18"," – z toho rostlinné bílkoviny","7,73","7,73 g"
"18","Tuky","71,82","71,82 g"
"18"," – nasycené","33,40","33,40 g"
"18"," – nenasycené","39,09","39,09 g"
"18"," –– mononenasycené","28,83","28,83 g"
"18"," –– polynenasycené","10,26","10,26 g"
"18"," ––– omega 3","0,37","0,37 g"
"18","Vláknina","19,02","19,02 g"
"18","Cholesterol","704","
704 mg
	"
"18","Sodík","968","
968 mg
	"
"18","Sůl","2,40","2,40 g"
"18","Sacharidy","73,57","73,57 g"
"18"," – cukry","22,12","22,12 g"
"18"," ––– laktóza","0,00","0,00 g"
"18","Energie","11 079","11 079 kJ / 2 648 kcal"
"18","Bílkoviny","85,06","85,06 g"
"18"," – z toho živočišné bílkoviny","61,08","61,08 g"
"18"," – z toho rostlinné bílkoviny","23,98","23,98 g"
"18","Tuky","181,75","181,75 g"
"18"," – nasycené","106,57","106,57 g"
"18"," – nenasycené","63,71","63,71 g"
"18"," –– mononenasycené","55,53","55,53 g"
"18"," –– polynenasycené","8,18","8,18 g"
"18"," ––– omega 3","1,09","1,09 g"
"18","Vláknina","10,20","10,20 g"
"18","Cholesterol","1,32","
1,32 g
	"
"18","Sodík","4,37","
4,37 g
	"
"18","Sůl","10,78","10,78 g"
"18","Sacharidy","164,06","164,06 g"
"18"," – cukry","23,86","23,86 g"
"18"," ––– laktóza","9,66","9,66 g"
"18","Energie","0","0 kJ / 0 kcal"
"18","Bílkoviny","0,00","0,00 g"
"18"," – z toho živočišné bílkoviny","0,00","0,00 g"
"18"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"18","Tuky","0,00","0,00 g"
"18"," – nasycené","0,00","0,00 g"
"18"," – nenasycené","0,00","0,00 g"
"18"," –– mononenasycené","0,00","0,00 g"
"18"," –– polynenasycené","0,00","0,00 g"
"18"," ––– omega 3","0,00","0,00 g"
"18","Vláknina","0,00","0,00 g"
"18","Cholesterol","0","
0 mg
	"
"18","Sodík","0","
0 mg
	"
"18","Sůl","0,00","0,00 g"
"18","Sacharidy","0,00","0,00 g"
"18"," – cukry","0,00","0,00 g"
"18"," ––– laktóza","0,00","0,00 g"
