"recipe_id","name","value","unit"
"14","Cholesterol","1,13","
1,13 g
	"
"14","Sodík","1,01","
1,01 g
	"
"14","Sůl","3,26","3,26 g"
"14","Sacharidy","736,54","736,54 g"
"14"," – cukry","392,89","392,89 g"
"14"," ––– laktóza","58,46","58,46 g"
"14","Energie","18 817","18 817 kJ / 4 497 kcal"
"14","Bílkoviny","107,30","107,30 g"
"14"," – z toho živočišné bílkoviny","74,37","74,37 g"
"14"," – z toho rostlinné bílkoviny","32,93","32,93 g"
"14","Tuky","283,49","283,49 g"
"14"," – nasycené","142,13","142,13 g"
"14"," – nenasycené","132,97","132,97 g"
"14"," –– mononenasycené","92,42","92,42 g"
"14"," –– polynenasycené","40,55","40,55 g"
"14"," ––– omega 3","1,41","1,41 g"
"14","Vláknina","13,10","13,10 g"
"14","Cholesterol","863","
863 mg
	"
"14","Sodík","504","
504 mg
	"
"14","Sůl","1,11","1,11 g"
"14","Sacharidy","372,66","372,66 g"
"14"," – cukry","255,61","255,61 g"
"14"," ––– laktóza","43,86","43,86 g"
"14","Energie","2 687","2 687 kJ / 642 kcal"
"14","Bílkoviny","54,55","54,55 g"
"14"," – z toho živočišné bílkoviny","46,60","46,60 g"
"14"," – z toho rostlinné bílkoviny","7,95","7,95 g"
"14","Tuky","25,35","25,35 g"
"14"," – nasycené","2,54","2,54 g"
"14"," – nenasycené","21,35","21,35 g"
"14"," –– mononenasycené","14,86","14,86 g"
"14"," –– polynenasycené","6,49","6,49 g"
"14"," ––– omega 3","2,20","2,20 g"
"14","Vláknina","11,38","11,38 g"
"14","Cholesterol","133","
133 mg
	"
"14","Sodík","3,07","
3,07 g
	"
"14","Sůl","6,93","6,93 g"
"14","Sacharidy","45,58","45,58 g"
"14"," – cukry","14,06","14,06 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","3 686","3 686 kJ / 881 kcal"
"14","Bílkoviny","43,00","43,00 g"
"14"," – z toho živočišné bílkoviny","0,00","0,00 g"
"14"," – z toho rostlinné bílkoviny","43,00","43,00 g"
"14","Tuky","2,80","2,80 g"
"14"," – nasycené","0,60","0,60 g"
"14"," – nenasycené","2,00","2,00 g"
"14"," –– mononenasycené","0,70","0,70 g"
"14"," –– polynenasycené","1,30","1,30 g"
"14"," ––– omega 3","0,01","0,01 g"
"14","Vláknina","19,90","19,90 g"
"14","Cholesterol","0","
0 mg
	"
"14","Sodík","8,04","
8,04 g
	"
"14","Sůl","20,03","20,03 g"
"14","Sacharidy","161,00","161,00 g"
"14"," – cukry","13,00","13,00 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","1 225","1 225 kJ / 293 kcal"
"14","Bílkoviny","6,51","6,51 g"
"14"," – z toho živočišné bílkoviny","3,75","3,75 g"
"14"," – z toho rostlinné bílkoviny","2,76","2,76 g"
"14","Tuky","3,31","3,31 g"
"14"," – nasycené","1,76","1,76 g"
"14"," – nenasycené","0,93","0,93 g"
"14"," –– mononenasycené","0,55","0,55 g"
"14"," –– polynenasycené","0,38","0,38 g"
"14"," ––– omega 3","0,09","0,09 g"
"14","Vláknina","9,30","9,30 g"
"14","Cholesterol","7","
7 mg
	"
"14","Sodík","26","
26 mg
	"
"14","Sůl","0,05","0,05 g"
"14","Sacharidy","55,20","55,20 g"
"14"," – cukry","51,20","51,20 g"
"14"," ––– laktóza","1,95","1,95 g"
"14","Energie","6 468","6 468 kJ / 1 546 kcal"
"14","Bílkoviny","82,36","82,36 g"
"14"," – z toho živočišné bílkoviny","0,30","0,30 g"
"14"," – z toho rostlinné bílkoviny","82,06","82,06 g"
"14","Tuky","24,73","24,73 g"
"14"," – nasycené","9,15","9,15 g"
"14"," – nenasycené","14,72","14,72 g"
"14"," –– mononenasycené","8,39","8,39 g"
"14"," –– polynenasycené","6,33","6,33 g"
"14"," ––– omega 3","1,64","1,64 g"
"14","Vláknina","167,70","167,70 g"
"14","Cholesterol","14","
14 mg
	"
"14","Sodík","1,63","
1,63 g
	"
"14","Sůl","4,00","4,00 g"
"14","Sacharidy","165,37","165,37 g"
"14"," – cukry","20,33","20,33 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","7 686","7 686 kJ / 1 837 kcal"
"14","Bílkoviny","107,09","107,09 g"
"14"," – z toho živočišné bílkoviny","98,45","98,45 g"
"14"," – z toho rostlinné bílkoviny","8,64","8,64 g"
"14","Tuky","142,97","142,97 g"
"14"," – nasycené","63,92","63,92 g"
"14"," – nenasycené","76,65","76,65 g"
"14"," –– mononenasycené","63,18","63,18 g"
"14"," –– polynenasycené","13,47","13,47 g"
"14"," ––– omega 3","1,81","1,81 g"
"14","Vláknina","22,30","22,30 g"
"14","Cholesterol","305","
305 mg
	"
"14","Sodík","2,65","
2,65 g
	"
"14","Sůl","6,56","6,56 g"
"14","Sacharidy","20,50","20,50 g"
"14"," – cukry","9,15","9,15 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","7 359","7 359 kJ / 1 759 kcal"
"14","Bílkoviny","58,24","58,24 g"
"14"," – z toho živočišné bílkoviny","37,99","37,99 g"
"14"," – z toho rostlinné bílkoviny","20,25","20,25 g"
"14","Tuky","74,57","74,57 g"
"14"," – nasycené","37,49","37,49 g"
"14"," – nenasycené","29,48","29,48 g"
"14"," –– mononenasycené","22,45","22,45 g"
"14"," –– polynenasycené","7,03","7,03 g"
"14"," ––– omega 3","0,78","0,78 g"
"14","Vláknina","7,65","7,65 g"
"14","Cholesterol","674","
674 mg
	"
"14","Sodík","1,06","
1,06 g
	"
"14","Sůl","2,79","2,79 g"
"14","Sacharidy","209,85","209,85 g"
"14"," – cukry","84,88","84,88 g"
"14"," ––– laktóza","25,00","25,00 g"
"14","Energie","5 944","5 944 kJ / 1 421 kcal"
"14","Bílkoviny","51,63","51,63 g"
"14"," – z toho živočišné bílkoviny","17,36","17,36 g"
"14"," – z toho rostlinné bílkoviny","34,27","34,27 g"
"14","Tuky","50,59","50,59 g"
"14"," – nasycené","6,63","6,63 g"
"14"," – nenasycené","37,64","37,64 g"
"14"," –– mononenasycené","25,96","25,96 g"
"14"," –– polynenasycené","11,69","11,69 g"
"14"," ––– omega 3","3,03","3,03 g"
"14","Vláknina","53,60","53,60 g"
"14","Cholesterol","518","
518 mg
	"
"14","Sodík","613","
613 mg
	"
"14","Sůl","1,36","1,36 g"
"14","Sacharidy","164,11","164,11 g"
"14"," – cukry","26,38","26,38 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","8 723","8 723 kJ / 2 085 kcal"
"14","Bílkoviny","108,82","108,82 g"
"14"," – z toho živočišné bílkoviny","104,72","104,72 g"
"14"," – z toho rostlinné bílkoviny","4,10","4,10 g"
"14","Tuky","172,87","172,87 g"
"14"," – nasycené","57,77","57,77 g"
"14"," – nenasycené","98,26","98,26 g"
"14"," –– mononenasycené","47,16","47,16 g"
"14"," –– polynenasycené","51,11","51,11 g"
"14"," ––– omega 3","1,51","1,51 g"
"14","Vláknina","8,44","8,44 g"
"14","Cholesterol","1,44","
1,44 g
	"
"14","Sodík","3,70","
3,70 g
	"
"14","Sůl","8,92","8,92 g"
"14","Sacharidy","21,56","21,56 g"
"14"," – cukry","14,03","14,03 g"
"14"," ––– laktóza","4,75","4,75 g"
"14","Energie","4 910","4 910 kJ / 1 174 kcal"
"14","Bílkoviny","34,95","34,95 g"
"14"," – z toho živočišné bílkoviny","9,90","9,90 g"
"14"," – z toho rostlinné bílkoviny","25,05","25,05 g"
"14","Tuky","95,30","95,30 g"
"14"," – nasycené","51,00","51,00 g"
"14"," – nenasycené","40,81","40,81 g"
"14"," –– mononenasycené","20,51","20,51 g"
"14"," –– polynenasycené","20,30","20,30 g"
"14"," ––– omega 3","3,20","3,20 g"
"14","Vláknina","30,80","30,80 g"
"14","Cholesterol","0","
0 mg
	"
"14","Sodík","3,47","
3,47 g
	"
"14","Sůl","8,81","8,81 g"
"14","Sacharidy","28,61","28,61 g"
"14"," – cukry","4,90","4,90 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","4 014","4 014 kJ / 959 kcal"
"14","Bílkoviny","112,23","112,23 g"
"14"," – z toho živočišné bílkoviny","108,80","108,80 g"
"14"," – z toho rostlinné bílkoviny","3,43","3,43 g"
"14","Tuky","40,35","40,35 g"
"14"," – nasycené","17,44","17,44 g"
"14"," – nenasycené","16,43","16,43 g"
"14"," –– mononenasycené","14,32","14,32 g"
"14"," –– polynenasycené","2,11","2,11 g"
"14"," ––– omega 3","0,28","0,28 g"
"14","Vláknina","6,40","6,40 g"
"14","Cholesterol","388","
388 mg
	"
"14","Sodík","420","
420 mg
	"
"14","Sůl","0,90","0,90 g"
"14","Sacharidy","34,80","34,80 g"
"14"," – cukry","21,13","21,13 g"
"14"," ––– laktóza","13,05","13,05 g"
"14","Energie","3 947","3 947 kJ / 943 kcal"
"14","Bílkoviny","73,63","73,63 g"
"14"," – z toho živočišné bílkoviny","56,83","56,83 g"
"14"," – z toho rostlinné bílkoviny","16,80","16,80 g"
"14","Tuky","28,34","28,34 g"
"14"," – nasycené","11,99","11,99 g"
"14"," – nenasycené","14,62","14,62 g"
"14"," –– mononenasycené","10,76","10,76 g"
"14"," –– polynenasycené","3,86","3,86 g"
"14"," ––– omega 3","0,36","0,36 g"
"14","Vláknina","8,53","8,53 g"
"14","Cholesterol","160","
160 mg
	"
"14","Sodík","163","
163 mg
	"
"14","Sůl","0,33","0,33 g"
"14","Sacharidy","94,80","94,80 g"
"14"," – cukry","4,90","4,90 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","6 757","6 757 kJ / 1 615 kcal"
"14","Bílkoviny","52,68","52,68 g"
"14"," – z toho živočišné bílkoviny","8,68","8,68 g"
"14"," – z toho rostlinné bílkoviny","44,00","44,00 g"
"14","Tuky","31,50","31,50 g"
"14"," – nasycené","17,28","17,28 g"
"14"," – nenasycené","12,43","12,43 g"
"14"," –– mononenasycené","8,28","8,28 g"
"14"," –– polynenasycené","4,15","4,15 g"
"14"," ––– omega 3","0,45","0,45 g"
"14","Vláknina","12,50","12,50 g"
"14","Cholesterol","79","
79 mg
	"
"14","Sodík","3,31","
3,31 g
	"
"14","Sůl","8,25","8,25 g"
"14","Sacharidy","273,95","273,95 g"
"14"," – cukry","35,45","35,45 g"
"14"," ––– laktóza","12,45","12,45 g"
"14","Energie","10 611","10 611 kJ / 2 536 kcal"
"14","Bílkoviny","23,17","23,17 g"
"14"," – z toho živočišné bílkoviny","5,17","5,17 g"
"14"," – z toho rostlinné bílkoviny","18,00","18,00 g"
"14","Tuky","182,20","182,20 g"
"14"," – nasycené","102,30","102,30 g"
"14"," – nenasycené","74,40","74,40 g"
"14"," –– mononenasycené","54,60","54,60 g"
"14"," –– polynenasycené","19,80","19,80 g"
"14"," ––– omega 3","1,03","1,03 g"
"14","Vláknina","10,00","10,00 g"
"14","Cholesterol","381","
381 mg
	"
"14","Sodík","122","
122 mg
	"
"14","Sůl","0,30","0,30 g"
"14","Sacharidy","195,88","195,88 g"
"14"," – cukry","123,88","123,88 g"
"14"," ––– laktóza","15,88","15,88 g"
"14","Energie","8 915","8 915 kJ / 2 131 kcal"
"14","Bílkoviny","170,52","170,52 g"
"14"," – z toho živočišné bílkoviny","165,18","165,18 g"
"14"," – z toho rostlinné bílkoviny","5,34","5,34 g"
"14","Tuky","144,23","144,23 g"
"14"," – nasycené","63,41","63,41 g"
"14"," – nenasycené","69,27","69,27 g"
"14"," –– mononenasycené","58,13","58,13 g"
"14"," –– polynenasycené","11,15","11,15 g"
"14"," ––– omega 3","0,31","0,31 g"
"14","Vláknina","12,56","12,56 g"
"14","Cholesterol","1,44","
1,44 g
	"
"14","Sodík","2,35","
2,35 g
	"
"14","Sůl","5,62","5,62 g"
"14","Sacharidy","33,76","33,76 g"
"14"," – cukry","24,06","24,06 g"
"14"," ––– laktóza","0,06","0,06 g"
"14","Energie","11 664","11 664 kJ / 2 788 kcal"
"14","Bílkoviny","65,36","65,36 g"
"14"," – z toho živočišné bílkoviny","44,10","44,10 g"
"14"," – z toho rostlinné bílkoviny","21,26","21,26 g"
"14","Tuky","122,52","122,52 g"
"14"," – nasycené","62,57","62,57 g"
"14"," – nenasycené","46,63","46,63 g"
"14"," –– mononenasycené","40,22","40,22 g"
"14"," –– polynenasycené","6,41","6,41 g"
"14"," ––– omega 3","0,48","0,48 g"
"14","Vláknina","10,14","10,14 g"
"14","Cholesterol","1,55","
1,55 g
	"
"14","Sodík","630","
630 mg
	"
"14","Sůl","2,01","2,01 g"
"14","Sacharidy","350,88","350,88 g"
"14"," – cukry","183,32","183,32 g"
"14"," ––– laktóza","0,80","0,80 g"
"14","Energie","14 391","14 391 kJ / 3 440 kcal"
"14","Bílkoviny","111,91","111,91 g"
"14"," – z toho živočišné bílkoviny","73,98","73,98 g"
"14"," – z toho rostlinné bílkoviny","37,93","37,93 g"
"14","Tuky","224,98","224,98 g"
"14"," – nasycené","138,00","138,00 g"
"14"," – nenasycené","78,67","78,67 g"
"14"," –– mononenasycené","68,42","68,42 g"
"14"," –– polynenasycené","10,26","10,26 g"
"14"," ––– omega 3","1,52","1,52 g"
"14","Vláknina","14,17","14,17 g"
"14","Cholesterol","1,19","
1,19 g
	"
"14","Sodík","8,43","
8,43 g
	"
"14","Sůl","20,97","20,97 g"
"14","Sacharidy","236,23","236,23 g"
"14"," – cukry","21,99","21,99 g"
"14"," ––– laktóza","6,68","6,68 g"
"14","Energie","1 746","1 746 kJ / 417 kcal"
"14","Bílkoviny","40,58","40,58 g"
"14"," – z toho živočišné bílkoviny","40,00","40,00 g"
"14"," – z toho rostlinné bílkoviny","0,58","0,58 g"
"14","Tuky","25,52","25,52 g"
"14"," – nasycené","11,23","11,23 g"
"14"," – nenasycené","14,02","14,02 g"
"14"," –– mononenasycené","8,83","8,83 g"
"14"," –– polynenasycené","5,19","5,19 g"
"14"," ––– omega 3","0,14","0,14 g"
"14","Vláknina","0,92","0,92 g"
"14","Cholesterol","136","
136 mg
	"
"14","Sodík","1,28","
1,28 g
	"
"14","Sůl","3,00","3,00 g"
"14","Sacharidy","6,00","6,00 g"
"14"," – cukry","3,28","3,28 g"
"14"," ––– laktóza","1,40","1,40 g"
"14","Energie","3 026","3 026 kJ / 723 kcal"
"14","Bílkoviny","69,86","69,86 g"
"14"," – z toho živočišné bílkoviny","69,86","69,86 g"
"14"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"14","Tuky","45,12","45,12 g"
"14"," – nasycené","23,14","23,14 g"
"14"," – nenasycené","17,15","17,15 g"
"14"," –– mononenasycené","14,60","14,60 g"
"14"," –– polynenasycené","2,55","2,55 g"
"14"," ––– omega 3","0,26","0,26 g"
"14","Vláknina","0,00","0,00 g"
"14","Cholesterol","638","
638 mg
	"
"14","Sodík","2,00","
2,00 g
	"
"14","Sůl","4,92","4,92 g"
"14","Sacharidy","9,40","9,40 g"
"14"," – cukry","8,00","8,00 g"
"14"," ––– laktóza","8,00","8,00 g"
"14","Energie","3 199","3 199 kJ / 765 kcal"
"14","Bílkoviny","68,36","68,36 g"
"14"," – z toho živočišné bílkoviny","68,36","68,36 g"
"14"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"14","Tuky","51,12","51,12 g"
"14"," – nasycené","23,64","23,64 g"
"14"," – nenasycené","22,90","22,90 g"
"14"," –– mononenasycené","12,20","12,20 g"
"14"," –– polynenasycené","10,70","10,70 g"
"14"," ––– omega 3","0,06","0,06 g"
"14","Vláknina","0,75","0,75 g"
"14","Cholesterol","703","
703 mg
	"
"14","Sodík","2,72","
2,72 g
	"
"14","Sůl","6,42","6,42 g"
"14","Sacharidy","7,40","7,40 g"
"14"," – cukry","0,00","0,00 g"
"14"," ––– laktóza","0,00","0,00 g"
"14","Energie","0","0 kJ / 0 kcal"
"14","Bílkoviny","0,00","0,00 g"
"14"," – z toho živočišné bílkoviny","0,00","0,00 g"
"14"," – z toho rostlinné bílkoviny","0,00","0,00 g"
"14","Tuky","0,00","0,00 g"
"14"," – nasycené","0,00","0,00 g"
"14"," – nenasycené","0,00","0,00 g"
"14"," –– mononenasycené","0,00","0,00 g"
"14"," –– polynenasycené","0,00","0,00 g"
"14"," ––– omega 3","0,00","0,00 g"
"14","Vláknina","0,00","0,00 g"
"14","Cholesterol","0","
0 mg
	"
"14","Sodík","0","
0 mg
	"
"14","Sůl","0,00","0,00 g"
"14","Sacharidy","0,00","0,00 g"
"14"," – cukry","0,00","0,00 g"
"14"," ––– laktóza","0,00","0,00 g"
