"main_category_ind","recipe_id","name"
"True","5","Moučníky"
"True","5","Cukroví"
"True","5","Ostatní cukroví"
"True","5","Smažené moučníky"
"False","5","Sladké chutě"
"False","5","Náročné recepty"
"False","5","Sváteční / Nedělní recepty"
"False","5","Velikonoce"
"False","5","Masopust"
"False","5","Česká kuchyně"
"False","5","Smažení"
"True","5","Dietní recepty"
"True","5","Bezlepkové recepty"
"False","5","Bezlepkové recepty"
"False","5","Sladké chutě"
"False","5","Snadné recepty"
"False","5","Velikonoce"
"False","5","Česká kuchyně"
"False","5","Pečení"
"True","5","Vepřové maso"
"False","5","Oběd"
"False","5","Večeře"
"False","5","Bezlepkové recepty"
"False","5","Kyselé chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Zimní recepty"
"False","5","Kysané zelí"
"False","5","Rajčata"
"False","5","Dušení"
"False","5","Vaření"
"True","5","Pomazánky"
"True","5","Vaječné pomazánky"
"True","5","Zeleninové pomazánky"
"True","5","Zeleninové pomazánky"
"False","5","Snídaně"
"False","5","Svačina"
"False","5","Večeře"
"False","5","Bezlepkové recepty"
"False","5","Vegetariánské recepty"
"False","5","Slané chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Zelenina"
"False","5","Česká kuchyně"
"False","5","Vaření"
"True","5","Moučníky"
"True","5","Bábovky"
"True","5","Polévky"
"True","5","Pro začátečníky"
"True","5","Polévky s uzeninou"
"False","5","Oběd"
"False","5","Večeře"
"False","5","Snadné recepty"
"False","5","Recepty pro začátečníky"
"False","5","Levné recepty"
"False","5","Jarní recepty"
"False","5","Velikonoce"
"False","5","Bylinky"
"False","5","Česká kuchyně"
"False","5","Vaření"
"True","5","Moučníky"
"True","5","Ostatní"
"False","5","Vegetariánské recepty"
"False","5","Svačina"
"False","5","Sladké chutě"
"False","5","Snadné recepty"
"False","5","Velikonoce"
"False","5","Česká kuchyně"
"False","5","Pečení"
"True","5","Cukroví"
"True","5","Perníčky"
"True","5","Moučníky"
"True","5","Záviny, rolády"
"True","5","Záviny, rolády"
"False","5","Svačina"
"False","5","Vegetariánské recepty"
"False","5","Sladké chutě"
"False","5","Snadné recepty"
"False","5","Sváteční / Nedělní recepty"
"False","5","Podzimní recepty"
"False","5","Zimní recepty"
"False","5","Jablka"
"False","5","Česká kuchyně"
"False","5","Dětská oslava"
"False","5","Pečení"
"True","5","Jiné maso"
"True","5","Uzené maso"
"False","5","Oběd"
"False","5","Večeře"
"False","5","Bezlepkové recepty"
"False","5","Kyselé chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Zimní recepty"
"False","5","Kysané zelí"
"False","5","Česká kuchyně"
"False","5","Vaření"
"False","5","Pečení"
"False","5","Recepty z jednoho pekáčku"
"False","5","Recepty pro začátečníky"
"True","5","Ostatní"
"False","5","Večeře"
"False","5","Oběd"
"False","5","Slané chutě"
"False","5","Snadné recepty"
"False","5","Velikonoce"
"False","5","Česká kuchyně"
"False","5","Bylinky"
"False","5","Pečení"
"True","5","Cukroví"
"True","5","Perníčky"
"True","5","Hovězí maso"
"False","5","Oběd"
"False","5","Večeře"
"False","5","Slané chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Sváteční / Nedělní recepty"
"False","5","Česká kuchyně"
"False","5","Pečení"
"False","5","Restování"
"True","5","Předkrmy"
"True","5","Studená kuchyně"
"True","5","Studené předkrmy"
"False","5","Svačina"
"False","5","Snídaně"
"False","5","Bezlepkové recepty"
"False","5","Vegetariánské recepty"
"False","5","Slané chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Sváteční / Nedělní recepty"
"False","5","Velikonoce"
"False","5","Česká kuchyně"
"False","5","Vaření"
"True","5","Drůbeží maso"
"True","5","Pomalý hrnec"
"True","5","Kuřecí maso"
"False","5","Večeře"
"False","5","Bezlepkové recepty"
"False","5","Slané chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Sváteční / Nedělní recepty"
"False","5","Česká kuchyně"
"False","5","Uzení"
"True","5","Moučníky"
"True","5","Bábovky"
"False","5","Svačina"
"False","5","Vegetariánské recepty"
"False","5","Snadné recepty"
"False","5","Recepty pro začátečníky"
"False","5","Běžný den"
"False","5","Sváteční / Nedělní recepty"
"False","5","Česká kuchyně"
"False","5","Pečení"
"True","5","Saláty"
"True","5","Zeleninové saláty"
"False","5","Svačina"
"False","5","Oběd"
"False","5","Bezlepkové recepty"
"False","5","Vegetariánské recepty"
"False","5","Slané chutě"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Podzimní recepty"
"False","5","Zelenina"
"False","5","Česká kuchyně"
"False","5","Vaření"
"False","5","Bylinky"
"True","5","Moučníky"
"True","5","Pro děti"
"True","5","Kynuté moučníky"
"False","5","Snídaně"
"False","5","Svačina"
"False","5","Vegetariánské recepty"
"False","5","Recepty pro děti"
"False","5","Snadné recepty"
"False","5","Běžný den"
"False","5","Sváteční / Nedělní recepty"
"False","5","Velikonoce"
"False","5","Česká kuchyně"
"False","5","Pečení"
"False","5","Kynutí"
"True","5","Ryby"
"True","5","Losos"
"False","5","Večeře"
"False","5","Oběd"
"False","5","Bezlepkové recepty"
"False","5","Bylinky"
"False","5","Rajčata"
"False","5","Zelenina"
"False","5","Citrusy"
"False","5","Cuketa"
"False","5","Česká kuchyně"
"False","5","Běžný den"
"False","5","Sváteční / Nedělní recepty"
"False","5","Letní recepty"
