"recipe_id","name","description","amount"
"6","Hořčice hrubozrnná","['1 lžička', '1 lžička ', ' francouzské hrubozrnné hořčice']","1 lžička"
"6","Sůl mořská","['sůl']","
"
"6","Pepř černý","['pepř']","
"
"6","Tvaroh polotučný","['250 g', '250 g ', ' tvarohu v kostce']","250 g"
"6","Cukr vanilkový","['1', '1 ', ' vanilkový cukr']","1"
"6","Cukr bílý","['2 lžíce', '2 lžíce ', ' cukru krupice']","2 lžíce"
"6","Sůl mořská","['1 špetka', '1 špetka ', ' soli']","1 špetka"
"6","Smetana kravská sladká 30%","['250 ml', '250 ml ', ' smetany ke šlehání']","250 ml"
"6","Vejce slepičí","['3', '3 ', ' vejce']","3"
"6","Mouka pšeničná polohrubá","['8 lžic', '8 lžic ', ' polohrubé mouky']","8 lžic"
"6","Kypřící prášek","['1', '1 ', ' prášek do pečiva']","1"
"6","Mléko kravské polotučné 1,5%","['100 ml', '100 ml ', ' mléka (podle potřeby)']","100 ml"
"6","Olej řepkový","['olej na smažení']","
"
"6","","['']","
"
"6","Smetana kravská zakysaná 12%","['400 ml', '400 ml ', ' kysané smetany']","400 ml"
"6","Povidla","['4 lžíce', '4 lžíce ', ' domácích povidel']","4 lžíce"
"6","","['']","
"
"6","Jogurt kravský bílý 1,5%","['1 lžíce', '1 lžíce ', ' hustého bílého jogurtu']","1 lžíce"
"6","Garam masala","['1/2 lžičky', '1/2 lžičky ', ' koření garam masála']","1/2 lžičky"
"6","Kurkuma mletá","['1/2 lžičky', '1/2 lžičky ', ' kurkumy']","1/2 lžičky"
"6","Chilli paprička sušená","['1/2 lžičky', '1/2 lžičky ', ' chilli']","1/2 lžičky"
"6","","['1 lžička', '1 lžička ', ' česnekovo-zázvorové pasty']","1 lžička"
"6","","['']","
"
"6","Kuře prso","['250 g', '250 g ', ' kuřecího masa (prsní, stehenní)']","250 g"
"6","Kešu","['40 g', '40 g ', ' kešu natural']","40 g"
"6","Mandle loupané","['40 g', '40 g ', ' loupaných mandlí']","40 g"
"6","Ghí","['2 lžíce', '2 lžíce ', ' přepuštěného másla (ghí)']","2 lžíce"
"6","Římský kmín mletý","['1 lžička', '1 lžička ', ' římského kmínu']","1 lžička"
"6","Fenykl semena","['1/2 lžičky', '1/2 lžičky ', ' semínek fenyklu']","1/2 lžičky"
"6","Bobkový list sušený","['1', '1 ', ' bobkový list']","1"
"6","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"6","","['1 lžíce', '1 lžíce ', ' česnekovo-zázvorové pasty']","1 lžíce"
"6","Kurkuma mletá","['1/2 lžičky', '1/2 lžičky ', ' kurkumy']","1/2 lžičky"
"6","Koriandr semena","['1/2 lžičky', '1/2 lžičky ', ' mletá semínka koriandru']","1/2 lžičky"
"6","Chilli paprička sušená","['1/2 lžičky', '1/2 lžičky ', ' chilli (nebo podle chuti)']","1/2 lžičky"
"6","Rajče červené čerstvé","['3', '3 ', ' lžíce krájených rajčat z konzervy']","3"
"6","Nápoj kokosový","['200 ml', '200 ml ', ' kokosového mléka']","200 ml"
"6","","['1 lžíce', '1 lžíce ', ' koření kasoori methi (pískavice)']","1 lžíce"
"6","Sůl mořská","['sůl']","
"
"6","","['250 g', '250 g ', ' luštěnin (nebo směs „hrstková“)']","250 g"
"6","Voda","['voda na namočení luštěnin']","
"
"6","Voda","['1,5 l', '1,5 l ', ' vody na vaření luštěnin']","1,5 l"
"6","Voda","['1,5 l', '1,5 l ', ' vody na polévku']","1,5 l"
"6","Máslo kravské","['35 g', '35 g ', ' másla']","35 g"
"6","Mouka pšeničná hladká","['3 lžíce', '3 lžíce ', ' hladké mouky']","3 lžíce"
"6","Vepřová plec uzená","['50 g', '50 g ', ' uzeného masa']","50 g"
"6","Cibule čerstvá","['1', '1 ', ' střední cibule']","1"
"6","Petržel kořenová čerstvá","['60 g', '60 g ', ' petržele']","60 g"
"6","Mrkev čerstvá","['140 g', '140 g ', ' mrkve']","140 g"
"6","Česnek čerstvý","['2 stroužky', '2 stroužky ', ' česneku']","2 stroužky"
"6","Majoránka sušená","['2 lžíce', '2 lžíce ', ' majoránky']","2 lžíce"
"6","Libeček sušený","['1/2 lžičky', '1/2 lžičky ', ' sušeného libečku']","1/2 lžičky"
"6","Kořenící směs sypká","['1 lžička', '1 lžička ', ' Podravky natur']","1 lžička"
"6","Sůl mořská","['sůl']","
"
"6","Pepř černý","['pepř']","
"
"6","Pomazánka mléčná","['200 g', '200 g ', ' pomazánkového másla']","200 g"
"6","Majonéza","['2 lžíce', '2 lžíce ', ' majonézy']","2 lžíce"
"6","Rajče červené čerstvé","['2 lžíce', '2 lžíce ', ' oleje z rajčat']","2 lžíce"
"6","Hořčice plnotučná","['2 lžičky', '2 lžičky ', ' hořčice']","2 lžičky"
"6","Rajčata červená sušená v oleji","['5', '5 ', ' sušených rajčat naložených v oleji']","5"
"6","Česnek medvědí čerstvý","['1 svazek', '1 svazek ', ' medvědího česneku']","1 svazek"
"6","Cibulka jarní čerstvá","['1', '1 ', ' jarní cibulka (bílá část)']","1"
"6","Sůl mořská","['sůl']","
"
"6","Pepř bílý","['bílý pepř']","
"
"6","Kost hovězí","['2,5 kg', '2,5 kg ', ' ořezu z masa s kostí']","2,5 kg"
"6","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"6","Sůl mořská","['1 lžička', '1 lžička ', ' soli']","1 lžička"
"6","Nové koření","['5 kuliček', '5 kuliček ', ' nového koření']","5 kuliček"
"6","Pepř černý","['5 kuliček', '5 kuliček ', ' pepře']","5 kuliček"
"6","Voda","['2 l', '2 l ', ' vody']","2 l"
"6","Mléko kravské polotučné 1,5%","['200 ml', '200 ml ', ' mléka']","200 ml"
"6","Máslo kravské","['100 g', '100 g ', ' másla']","100 g"
"6","Med nepasterovaný","['3 lžíce', '3 lžíce ', ' medu']","3 lžíce"
"6","Kakao prášek","['3 lžíce', '3 lžíce ', ' kakaa']","3 lžíce"
"6","Sušenka","['320 g', '320 g ', ' máslových sušenek (Marína, nebo jiné)']","320 g"
"6","Pomerančová kůra čerstvá","['1 lžíce', '1 lžíce ', ' strouhané pomerančové kůry']","1 lžíce"
"6","Rozinky","['1 hrst', '1 hrst ', ' rozinek']","1 hrst"
"6","Vlašské ořechy","['3 lžíce', '3 lžíce ', ' sekaných ořechů']","3 lžíce"
"6","Kokos strouhaný","['kokos']","
"
"6","Vepřová plec","['600 g', '600 g ', ' vepřového plecka']","600 g"
"6","Sádlo vepřové","['1 lžíce', '1 lžíce ', ' sádla']","1 lžíce"
"6","Cibule čerstvá","['1', '1 ', ' velká cibule']","1"
"6","Špek","['60 g', '60 g ', ' slaniny']","60 g"
"6","Pórek čerstvý","['1/2', '1/2 ', ' pórku']","1/2"
"6","Houby sušené směs","['1 hrnek', '1 hrnek ', ' sušených hub předem namočených']","1 hrnek"
"6","Vývar masový","['400 ml', '400 ml ', ' vývaru']","400 ml"
"6","Sůl mořská","['sůl']","
"
"6","Pepř černý","['pepř']","
"
"6","Paprika červená sušená","['1 lžička', '1 lžička ', ' mleté papriky']","1 lžička"
"6","Mouka pšeničná hladká","['1 lžíce', '1 lžíce ', ' hladké mouky']","1 lžíce"
"6","Máslo kravské","['1 lžíce', '1 lžíce ', ' másla']","1 lžíce"
"6","Vločky ovesné","['6 lžic', '6 lžic ', ' ovesných vloček']","6 lžic"
"6","Máslo kravské","['70 g', '70 g ', ' másla']","70 g"
"6","Cibule čerstvá","['1', '1 ', ' střední cibule']","1"
"6","Vývar zeleninový","['250 ml', '250 ml ', ' zeleninového vývaru']","250 ml"
"6","Mrkev mražená","['1 hrst', '1 hrst ', ' mražené zeleniny do svíčkové']","1 hrst"
"6","Pórek čerstvý","['1/2', '1/2 ', ' pórku']","1/2"
"6","Sůl mořská","['sůl']","
"
"6","Voda","['voda']","
"
"6","Hovězí líčka","['1 kg', '1 kg ', ' hovězích líček']","1 kg"
"6","Česnek čerstvý","['4 stroužky', '4 stroužky ', ' česneku']","4 stroužky"
"6","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"6","Vývar masový","['100 ml', '100 ml ', ' vývaru']","100 ml"
"6","Pivo tmavé 10ᵒ","['1', '1 ', ' černé pivo']","1"
"6","Hořčice dijonská","['2 lžíce', '2 lžíce ', ' dijonské hořčice']","2 lžíce"
"6","Česnek čerstvý","['4 stroužky', '4 stroužky ', ' česneku - prolisovaného']","4 stroužky"
"6","Majoránka sušená","['2 lžičky', '2 lžičky ', ' majoránky']","2 lžičky"
"6","Sůl mořská","['sůl']","
"
"6","Pepř černý","['pepř']","
"
"6","Olej řepkový","['4 lžíce', '4 lžíce ', ' oleje']","4 lžíce"
"6","Vepřová kýta","['500 g', '500 g ', ' vepřového masa']","500 g"
"6","Vejce slepičí","['2', '2 ', ' vejce']","2"
"6","Bramborový škrob","['2 lžíce', '2 lžíce ', ' Solamylu']","2 lžíce"
"6","Mouka pšeničná hladká","['3 lžíce', '3 lžíce ', ' hladké mouky']","3 lžíce"
"6","Sójová omáčka Tamari","['2 lžíce', '2 lžíce ', ' sójové omáčky']","2 lžíce"
"6","Worcestrová omáčka","['2 lžíce', '2 lžíce ', ' worcesteru']","2 lžíce"
"6","Hořčice plnotučná","['1 lžíce', '1 lžíce ', ' hořčice']","1 lžíce"
"6","Česnek sušený","['1 lžička', '1 lžička ', ' sušeného česneku']","1 lžička"
"6","Tymián sušený","['1 lžička', '1 lžička ', ' sušeného tymiánu']","1 lžička"
"6","Paprika červená sušená","['1 lžička', '1 lžička ', ' mleté papriky']","1 lžička"
"6","Chilli paprička mletá","['1 špetka', '1 špetka ', ' kajenského pepře (nebo čili)']","1 špetka"
"6","Sůl mořská","['sůl']","
"
"6","Olej řepkový","['olej na smažení']","
"
"6","Sádlo vepřové","['2 lžíce', '2 lžíce ', ' sádla']","2 lžíce"
"6","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"6","Mrkev čerstvá","['1', '1 ', ' větší mrkev']","1"
"6","Brambor zimní","['4', '4 ', ' střední brambory']","4"
"6","Celer bulva čerstvá","['1', '1 ', ' cm plátek bulvy celeru']","1"
"6","Zelí čínské čerstvé","['3 řapíky', '3 řapíky ', ' pak choi (nebo 1 celeru)']","3 řapíky"
"6","Petržel kořenová čerstvá","['1', '1 ', ' petržel']","1"
"6","Pórek čerstvý","['10 cm', '10 cm ', ' pórku']","10 cm"
"6","Bobkový list sušený","['1', '1 ', ' bobkový list']","1"
"6","Nové koření","['3 kuličky', '3 kuličky ', ' nového koření']","3 kuličky"
"6","Sůl mořská","['sůl']","
"
"6","Pepř černý mletý","['čerstvě mletý pepř']","
"
"6","Špek","['50 g', '50 g ', ' slaniny (nebo klobásy)']","50 g"
"6","Protlak rajčatový","['2 lžíce', '2 lžíce ', ' rajčatové pasty z tuby']","2 lžíce"
"6","Pasta papriková","['1/2 lžíce', '1/2 lžíce ', ' paprikové pasty']","1/2 lžíce"
"6","Mouka pšeničná hladká","['1-2 lžíce', '1-2 lžíce ', ' hladké mouky']","1-2 lžíce"
"6","Paprika červená sušená","['1 lžička', '1 lžička ', ' sladké papriky']","1 lžička"
"6","Paprika uzená","['1 lžička', '1 lžička ', ' uzené papriky']","1 lžička"
"6","Česnek čerstvý","['2 stroužky', '2 stroužky ', ' česneku']","2 stroužky"
"6","Fazole bílé","['1 konzerva', '1 konzerva ', ' bílých máslových fazolí (425 ml)']","1 konzerva"
"6","","['']","
"
"6","Libeček čerstvý","['libeček']","
"
"6","Petržel nať čerstvá","['petrželka']","
"
"6","Smetana kravská zakysaná 12%","['zakysaná smetana (nemusí být)']","
"
"6","Brokolice čerstvá","['1', '1 ', ' brokolice']","1"
"6","Dýně čerstvá","['500 g', '500 g ', ' očistěné tykve']","500 g"
"6","Majoránka sušená","['3 snítky', '3 snítky ', ' majoránky']","3 snítky"
"6","Špek","['150 g', '150 g ', ' uzené slaniny']","150 g"
"6","Pórek čerstvý","['1', '1 ', ' pórek (bílá část)']","1"
"6","Sůl mořská","['sůl']","
"
"6","Jáhly","['200 g', '200 g ', ' jáhel']","200 g"
"6","Cuketa čerstvá","['1', '1 ', ' cuketa']","1"
"6","Rajče červené čerstvé","['300 g', '300 g ', ' rajčat']","300 g"
"6","Sýr kravský tvrdý 30%","['100 g', '100 g ', ' tvrdého sýru']","100 g"
"6","Žampion čerstvý","['200 g', '200 g ', ' žampionů']","200 g"
"6","Majoránka sušená","['1 lžíce', '1 lžíce ', ' majoránky']","1 lžíce"
"6","Párek vepřový","['2 nožičky', '2 nožičky ', ' párků']","2 nožičky"
"6","Kurkuma mletá","['3', '3 ', ' oddenky kurkumy']","3"
"6","Pepř černý mletý","['čerstvě mletý pepř']","
"
"6","","['']","
"
"6","Vývar zeleninový","['3 dl', '3 dl ', ' zeleninového vývaru']","3 dl"
"6","Vejce slepičí","['3', '3 ', ' vejce']","3"
"6","Křen čerstvý","['1 lžíce', '1 lžíce ', ' křenu']","1 lžíce"
"6","Sůl mořská","['sůl (nemusí být)']","
"
"6","Mouka špaldová celozrnná hladká","['170 g', '170 g ', ' hladké celozrnné špaldové mouky']","170 g"
"6","Skořice ceylonská mletá","['2 lžičky', '2 lžičky ', ' mleté skořice']","2 lžičky"
"6","Kypřící prášek","['2 lžičky', '2 lžičky ', ' prášku do pečiva']","2 lžičky"
"6","Med nepasterovaný","['2 lžíce', '2 lžíce ', ' medu']","2 lžíce"
"6","Olej kokosový","['70 ml', '70 ml ', ' kokosového oleje']","70 ml"
"6","Aroma vanilkové","['1 lžička', '1 lžička ', ' vanilkového extraktu']","1 lžička"
"6","Mléko kravské polotučné 1,5%","['100 ml', '100 ml ', ' mléka']","100 ml"
"6","Vejce slepičí","['2', '2 ', ' vejce']","2"
"6","Mrkev čerstvá","['120 g', '120 g ', ' mrkve']","120 g"
"6","","['']","
"
"6","Vejce slepičí","['2', '2 ', ' vejce']","2"
"6","Olej slunečnicový","['100 ml', '100 ml ', ' slunečnicového oleje']","100 ml"
"6","Cukr bílý","['100 g', '100 g ', ' krupicového cukru']","100 g"
"6","Mouka pšeničná hladká","['280 g', '280 g ', ' hladké mouky']","280 g"
"6","Kypřící prášek","['1', '1 ', ' prášek do pečiva']","1"
"6","Citronová kúra čerstvá","['kůra z 1/2 citronu']","
"
"6","","['']","
"
"6","Povidla","['povidla']","
"
"6","","['tvarohová náplň']","
"
"6","","['']","
"
"6","","['']","
"
"6","Cukr bílý","['moučkový cukr']","
"
"6","Jahody čerstvé","['ovoce']","
"
"6","Smetana kravská sladká 35%","['oblíbený krém']","
"
"6","Sýr kravský tvrdý 30%","['120 g', '120 g ', ' eidamu']","120 g"
"6","Šunka vepřová vařená","['120 g', '120 g ', ' šunky']","120 g"
"6","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"6","Smetana kravská zakysaná 12%","['200 g', '200 g ', ' kysané smetany']","200 g"
"6","Hořčice plnotučná","['1 lžicka', '1 lžicka ', ' hořčice']","1 lžicka"
"6","Šťáva z citrónu","['1 lžíce', '1 lžíce ', ' citronové šťávy']","1 lžíce"
"6","Česnek čerstvý","['2 stroužky', '2 stroužky ', ' česneku']","2 stroužky"
"6","Paprika uzená","['1 lžička', '1 lžička ', ' mleté uzené papriky']","1 lžička"
"6","Pažitka čerstvá","['1 lžicka', '1 lžicka ', ' nasekané pažitky']","1 lžicka"
"6","Cukr bílý","['špetka', 'špetka ', ' cukru']","špetka"
"6","Pepř černý","['špetka', 'špetka ', ' pepře']","špetka"
"6","Kuře prso","['200 g', '200 g ', ' kuřecího masa (prsní, stehenní)']","200 g"
"6","Játra kuřecí","['120 g', '120 g ', ' kuřecích jater']","120 g"
"6","Olej řepkový","['1 lžíce', '1 lžíce ', ' oleje']","1 lžíce"
"6","Cibule čerstvá","['1', '1 ', ' malá cibule']","1"
"6","Pórek čerstvý","['12 cm', '12 cm ', ' bílé části pórku']","12 cm"
"6","Paprika bílá čerstvá","['2', '2 ', ' plné lžíce naložené papriky']","2"
"6","Sůl mořská","['sůl']","
"
"6","Pepř černý mletý","['špetka', 'špetka ', ' čerstvě mletého pepře']","špetka"
"6","Paprika červená sušená","['1 lžička', '1 lžička ', ' sladké papriky']","1 lžička"
"6","","['1 lžíce', '1 lžíce ', ' rajské pasty z tuby (protlak)']","1 lžíce"
"6","Vývar masový","['vývar na podlití (nebo voda)']","
"
"6","Sójová omáčka Tamari","['1 lžíce', '1 lžíce ', ' sójové omáčky Tamari']","1 lžíce"
"6","Worcestrová omáčka","['1/2 lžíce', '1/2 lžíce ', ' worcesterové omáčky']","1/2 lžíce"
"6","Vejce slepičí","['16', '16 ', ' vajec (potřebujeme 650 g bílků)']","16"
"6","Cukr bílý","['400 g', '400 g ', ' pískového cukru']","400 g"
"6","Vlašské ořechy mleté","['170 g', '170 g ', ' mletých ořechů']","170 g"
"6","Mouka pšeničná hladká","['170 g', '170 g ', ' hladké mouky']","170 g"
"6","Cukr bílý","['moučkový cukr']","
"
"6","","['']","
"
"6","","['']","
"
"6","Máslo kravské","['500 g', '500 g ', ' másla']","500 g"
"6","Cukr bílý","['200 g', '200 g ', ' moučkového cukru']","200 g"
"6","Káva espresso","['200 ml', '200 ml ', ' teplé kávy (zrnkové, bez sedliny)']","200 ml"
"6","","['']","
"
"6","","['']","
"
"6","Čokoláda mléčná 30%","['rozpuštěná čokoláda']","
"
