"main_category_ind","recipe_id","name"
"True","10","Bezmasá jídla"
"False","10","Pálivé chutě"
"False","10","Zelenina"
"False","10","Bylinky"
"False","10","Smažení"
"False","10","Běžný den"
"False","10","Snadné recepty"
"False","10","Recepty pro začátečníky"
"False","10","Rychlé recepty"
"False","10","Recepty do 20 minut"
"False","10","Večeře"
"True","10","Vepřové maso"
"False","10","Bezlepkové recepty"
"False","10","Slané chutě"
"False","10","Snadné recepty"
"False","10","Běžný den"
"False","10","Česká kuchyně"
"False","10","Sváteční / Nedělní recepty"
"False","10","Restování"
"False","10","Pečení"
"False","10","Oběd"
"True","10","Ryby"
"True","10","Treska"
"False","10","Večeře"
"False","10","Slané chutě"
"False","10","Snadné recepty"
"False","10","Běžný den"
"False","10","Smažení"
"False","10","Oběd"
"True","10","Vepřové maso"
"True","10","Pomalý hrnec"
"False","10","Oběd"
"False","10","Bezlepkové recepty"
"False","10","Slané chutě"
"False","10","Snadné recepty"
"False","10","Běžný den"
"False","10","Sváteční / Nedělní recepty"
"False","10","Podzimní recepty"
"False","10","Zelenina"
"False","10","Česká kuchyně"
"False","10","Vaření"
"False","10","Restování"
"True","10","Saláty"
"True","10","Masové saláty"
"False","10","Citrusy"
"False","10","Rajčata"
"False","10","Zelenina"
"False","10","Večeře"
"False","10","Svačina"
"False","10","Běžný den"
"False","10","Veganské recepty"
"False","10","Vegetariánské recepty"
"False","10","Snadné recepty"
"False","10","Marinování"
"False","10","Recepty pro začátečníky"
"True","10","Slané pečivo"
"True","10","Housky a rohlíky"
"False","10","Svačina"
"False","10","Večeře"
"False","10","Bezlepkové recepty"
"False","10","Snídaně"
"False","10","Vegetariánské recepty"
"False","10","Slané chutě"
"False","10","Snadné recepty"
"False","10","Běžný den"
"False","10","Česká kuchyně"
"False","10","Pečení"
"True","10","Polévky"
"True","10","Zelné polévky"
"True","10","Zelné polévky"
"False","10","Oběd"
"False","10","Pikantní chutě"
"False","10","Snadné recepty"
"False","10","Rychlé recepty"
"False","10","Recepty do 30 minut"
"False","10","Běžný den"
"False","10","Letní recepty"
"False","10","Podzimní recepty"
"False","10","Česká kuchyně"
"False","10","Zelí"
"False","10","Vaření"
"False","10","Restování"
"True","10","Bezmasá jídla"
"True","10","Dietní recepty"
"False","10","Večeře"
"False","10","Oběd"
