"recipe_id","name","value","unit"
"4","Energie","3 442","3 442 kJ / 823 kcal"
"4","Bílkoviny","34,17","34,17 g"
"4"," – z toho živočišné bílkoviny","26,94","26,94 g"
"4"," – z toho rostlinné bílkoviny","7,23","7,23 g"
"4","Tuky","60,02","60,02 g"
"4"," – nasycené","10,27","10,27 g"
"4"," – nenasycené","39,78","39,78 g"
"4"," –– mononenasycené","16,97","16,97 g"
"4"," –– polynenasycené","22,82","22,82 g"
"4"," ––– omega 3","0,54","0,54 g"
"4","Vláknina","16,61","16,61 g"
"4","Cholesterol","836","
836 mg
	"
"4","Sodík","677","
677 mg
	"
"4","Sůl","1,53","1,53 g"
"4","Sacharidy","28,15","28,15 g"
"4"," – cukry","4,90","4,90 g"
"4"," ––– laktóza","0,00","0,00 g"
"4","Energie","295","295 kJ / 70 kcal"
"4","Bílkoviny","2,13","2,13 g"
"4"," – z toho živočišné bílkoviny","0,00","0,00 g"
"4"," – z toho rostlinné bílkoviny","2,13","2,13 g"
"4","Tuky","0,37","0,37 g"
"4"," – nasycené","0,10","0,10 g"
"4"," – nenasycené","0,18","0,18 g"
"4"," –– mononenasycené","0,05","0,05 g"
"4"," –– polynenasycené","0,13","0,13 g"
"4"," ––– omega 3","0,01","0,01 g"
"4","Vláknina","4,50","4,50 g"
"4","Cholesterol","0","
0 mg
	"
"4","Sodík","6","
6 mg
	"
"4","Sůl","0,00","0,00 g"
"4","Sacharidy","13,60","13,60 g"
"4"," – cukry","4,70","4,70 g"
"4"," ––– laktóza","0,00","0,00 g"
"4","Energie","9 830","9 830 kJ / 2 349 kcal"
"4","Bílkoviny","164,34","164,34 g"
"4"," – z toho živočišné bílkoviny","90,00","90,00 g"
"4"," – z toho rostlinné bílkoviny","74,34","74,34 g"
"4","Tuky","151,47","151,47 g"
"4"," – nasycené","26,45","26,45 g"
"4"," – nenasycené","123,52","123,52 g"
"4"," –– mononenasycené","79,60","79,60 g"
"4"," –– polynenasycené","43,92","43,92 g"
"4"," ––– omega 3","2,54","2,54 g"
"4","Vláknina","47,24","47,24 g"
"4","Cholesterol","275","
275 mg
	"
"4","Sodík","768","
768 mg
	"
"4","Sůl","1,50","1,50 g"
"4","Sacharidy","59,78","59,78 g"
"4"," – cukry","43,60","43,60 g"
"4"," ––– laktóza","0,00","0,00 g"
"4","Energie","10 916","10 916 kJ / 2 609 kcal"
"4","Bílkoviny","56,21","56,21 g"
"4"," – z toho živočišné bílkoviny","29,03","29,03 g"
"4"," – z toho rostlinné bílkoviny","27,18","27,18 g"
"4","Tuky","122,40","122,40 g"
"4"," – nasycené","79,02","79,02 g"
"4"," – nenasycené","41,15","41,15 g"
"4"," –– mononenasycené","35,78","35,78 g"
"4"," –– polynenasycené","5,37","5,37 g"
"4"," ––– omega 3","0,93","0,93 g"
"4","Vláknina","21,90","21,90 g"
"4","Cholesterol","362","
362 mg
	"
"4","Sodík","2,06","
2,06 g
	"
"4","Sůl","5,09","5,09 g"
"4","Sacharidy","280,37","280,37 g"
"4"," – cukry","31,33","31,33 g"
"4"," ––– laktóza","2,23","2,23 g"
"4","Energie","5 948","5 948 kJ / 1 422 kcal"
"4","Bílkoviny","167,00","167,00 g"
"4"," – z toho živočišné bílkoviny","163,28","163,28 g"
"4"," – z toho rostlinné bílkoviny","3,73","3,73 g"
"4","Tuky","38,15","38,15 g"
"4"," – nasycené","16,72","16,72 g"
"4"," – nenasycené","20,09","20,09 g"
"4"," –– mononenasycené","16,97","16,97 g"
"4"," –– polynenasycené","3,12","3,12 g"
"4"," ––– omega 3","1,42","1,42 g"
"4","Vláknina","5,88","5,88 g"
"4","Cholesterol","449","
449 mg
	"
"4","Sodík","1,29","
1,29 g
	"
"4","Sůl","3,08","3,08 g"
"4","Sacharidy","101,96","101,96 g"
"4"," – cukry","85,90","85,90 g"
"4"," ––– laktóza","0,20","0,20 g"
"4","Energie","5 866","5 866 kJ / 1 402 kcal"
"4","Bílkoviny","51,47","51,47 g"
"4"," – z toho živočišné bílkoviny","17,43","17,43 g"
"4"," – z toho rostlinné bílkoviny","34,03","34,03 g"
"4","Tuky","38,69","38,69 g"
"4"," – nasycené","10,67","10,67 g"
"4"," – nenasycené","25,18","25,18 g"
"4"," –– mononenasycené","17,22","17,22 g"
"4"," –– polynenasycené","7,96","7,96 g"
"4"," ––– omega 3","2,01","2,01 g"
"4","Vláknina","33,21","33,21 g"
"4","Cholesterol","47","
47 mg
	"
"4","Sodík","5,52","
5,52 g
	"
"4","Sůl","8,98","8,98 g"
"4","Sacharidy","197,70","197,70 g"
"4"," – cukry","41,29","41,29 g"
"4"," ––– laktóza","10,57","10,57 g"
"4","Energie","2 749","2 749 kJ / 657 kcal"
"4","Bílkoviny","18,98","18,98 g"
"4"," – z toho živočišné bílkoviny","10,60","10,60 g"
"4"," – z toho rostlinné bílkoviny","8,38","8,38 g"
"4","Tuky","12,50","12,50 g"
"4"," – nasycené","7,91","7,91 g"
"4"," – nenasycené","3,83","3,83 g"
"4"," –– mononenasycené","3,38","3,38 g"
"4"," –– polynenasycené","0,45","0,45 g"
"4"," ––– omega 3","0,11","0,11 g"
"4","Vláknina","3,13","3,13 g"
"4","Cholesterol","42","
42 mg
	"
"4","Sodík","131","
131 mg
	"
"4","Sůl","0,36","0,36 g"
"4","Sacharidy","115,60","115,60 g"
"4"," – cukry","15,73","15,73 g"
"4"," ––– laktóza","15,10","15,10 g"
"4","Energie","1 232","1 232 kJ / 294 kcal"
"4","Bílkoviny","10,54","10,54 g"
