"recipe_id","name","description","amount"
"11","Králík stehna","['2', '2 ', ' králičí stehna']","2"
"11","Špek","['50 g', '50 g ', ' slaniny']","50 g"
"11","Bobkový list sušený","['3', '3 ', ' bobkové listy']","3"
"11","Nové koření","['3 kuličky', '3 kuličky ', ' nového koření']","3 kuličky"
"11","Pepř černý","['5 kuliček', '5 kuliček ', ' pepře']","5 kuliček"
"11","Cibule čerstvá","['3', '3 ', ' cibule']","3"
"11","Česnek čerstvý","['3 stroužky', '3 stroužky ', ' česneku']","3 stroužky"
"11","Hřib čerstvý","['150 g', '150 g ', ' čerstvých hub']","150 g"
"11","Sůl mořská","['sůl']","
"
"11","Jalovec sušený","['4 kuličky', '4 kuličky ', ' jalovce']","4 kuličky"
"11","Sádlo vepřové","['120 g', '120 g ', ' sádla']","120 g"
"11","Vývar masový","['400 ml', '400 ml ', ' vývaru']","400 ml"
"11","Mouka pšeničná hladká","['1 lžička', '1 lžička ', ' hladké mouky']","1 lžička"
"11","","['']","
"
"11","Kvásek pšeničný","['2 lžíce', '2 lžíce ', ' kvásku']","2 lžíce"
"11","Mouka pšeničná hladká","['150 g', '150 g ', ' žitné  mouky']","150 g"
"11","Voda","['150 g', '150 g ', ' vlažné vody']","150 g"
"11","","['']","
"
"11","Mouka žitná hladká","['200 g', '200 g ', ' žitné mouky']","200 g"
"11","Mouka pšeničná hladká","['300 g', '300 g ', ' pšeničné mouky (nejlépe chlebové)']","300 g"
"11","Sůl mořská","['1 lžíce', '1 lžíce ', ' soli']","1 lžíce"
"11","Kmín","['1 lžíce', '1 lžíce ', ' kmínu (nebo semínka, např. slunečnice)']","1 lžíce"
"11","Voda","['350 ml', '350 ml ', ' vlažné vody']","350 ml"
"11","Tvaroh polotučný","['250', '250 ', ' g měkkého tvarohu z vaničky']","250"
"11","Cukr bílý","['40 g', '40 g ', ' moučkového cukru']","40 g"
"11","Sůl mořská","['1 špetka', '1 špetka ', ' soli']","1 špetka"
"11","Vejce slepičí","['2', '2 ', ' vejce']","2"
"11","Mléko kravské polotučné 1,5%","['70 ml', '70 ml ', ' mléka']","70 ml"
"11","Máslo kravské","['20 g', '20 g ', ' másla']","20 g"
"11","Citrón čerstvý","['kůra z 1', 'kůra z 1 ', ' citronu']","kůra z 1"
"11","Mouka pšeničná hladká","['60 g', '60 g ', ' hladké mouky']","60 g"
"11","Rozinky","['30 g', '30 g ', ' rozinek v rumu']","30 g"
"11","Máslo kravské","['24 g', '24 g ', ' másla na pánev']","24 g"
"11","","['']","
"
"11","Jahody čerstvé","['250 g', '250 g ', ' ovoce (jahody, višně...)']","250 g"
"11","Cukr bílý","['50 g', '50 g ', ' cukru']","50 g"
"11","","['']","
"
"11","Cukr bílý","['moučkový cukr']","
"
"11","Smetana kravská zakysaná 12%","['250 g', '250 g ', ' kysané smetany']","250 g"
"11","Vlašské ořechy","['ořechy']","
"
"11","","['']","
"
"11","Vejce slepičí","['5', '5 ', ' vajec']","5"
"11","Cukr bílý","['5 lžic', '5 lžic ', ' cukru krupice']","5 lžic"
"11","Mouka pšeničná polohrubá","['5 lžic', '5 lžic ', ' polohrubé mouky']","5 lžic"
"11","Sůl mořská","['1 špetka', '1 špetka ', ' soli']","1 špetka"
"11","","['']","
"
"11","Jahody čerstvé","['300 g', '300 g ', ' mražené směsi ovoce (jahody, višně, borůvky)']","300 g"
"11","Voda","['200 ml', '200 ml ', ' vody']","200 ml"
"11","Cukr bílý","['2-3 lžíce', '2-3 lžíce ', ' cukru (podle chuti)']","2-3 lžíce"
"11","Bramborový škrob","['2 lžičky', '2 lžičky ', ' Solamylu']","2 lžičky"
"11","Voda","['1 lžíce', '1 lžíce ', ' vody']","1 lžíce"
"11","","['']","
"
"11","Tvaroh plnotučný","['250', '250 ', ' g plnotučného tvarohu z vaničky']","250"
"11","Smetana kravská zakysaná 12%","['200 g', '200 g ', ' zakysané smetany 30%']","200 g"
"11","Smetana kravská sladká 30%","['200 g', '200 g ', ' smetany ke šlehání']","200 g"
"11","Cukr bílý","['1-2 lžíce', '1-2 lžíce ', ' cukru moučky (podle chuti)']","1-2 lžíce"
"11","Ztužovač želatinový","['1', '1 ', ' želatinový ztužovač za studena']","1"
"11","","['']","
"
"11","Želatina cukrářská","['1 sáček', '1 sáček ', '  dortového červeného želé']","1 sáček"
"11","Sirup višňový","['3 lžíce', '3 lžíce ', ' višňového sirupu (dolít studenou vodou do 250 ml)']","3 lžíce"
"11","Zelí bílé čerstvé","['1/4', '1/4 ', ' bílého hlávkového zelí']","1/4"
"11","Celer bulva čerstvá","['1/2', '1/2 ', ' celerové bulvy']","1/2"
"11","Cibule čerstvá","['1', '1 ', ' velká cibule']","1"
"11","Šunka vepřová vařená","['100 g', '100 g ', ' dušené šunky']","100 g"
"11","Paprika červená čerstvá","['1', '1 ', ' červená paprika']","1"
"11","Smetana kravská sladká 12%","['2 lžičky', '2 lžičky ', ' křenové pasty se smetanou (podle chuti i více)']","2 lžičky"
"11","Hořčice plnotučná","['1 lžička', '1 lžička ', ' plnotučné hořčice']","1 lžička"
"11","Majonéza","['60 g', '60 g ', ' majonézy']","60 g"
"11","Cukr bílý","['cukr']","
"
"11","Ocet lihový","['ocet']","
"
"11","Sůl mořská","['sůl']","
"
"11","Pepř černý","['pepř']","
"
"11","Kuře stehno s kůží","['2', '2 ', ' kuřecí stehna']","2"
"11","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"11","Brambor zimní","['4', '4 ', ' větší brambory']","4"
"11","Mrkev čerstvá","['2', '2 ', ' střední mrkve']","2"
"11","","['1 hrst', '1 hrst ', ' mražené směsi pod svíčkovou']","1 hrst"
"11","Bujón zeleninový","['1', '1 ', ' zeleninový bujón']","1"
"11","Voda","['250 ml', '250 ml ', ' vody']","250 ml"
"11","Sůl mořská","['sůl']","
"
"11","Pepř černý","['pepř']","
"
"11","Česnek sušený","['sušený česnek']","
"
"11","Paprika pálivá","['pálivá paprika']","
"
"11","Petržel nať čerstvá","['petrželka (nemusí být)']","
"
"11","Štika filet","['1', '1 ', ' mořská štika s kůží (cca 600 g)']","1"
"11","Citrón čerstvý","['1', '1 ', ' citron']","1"
"11","Rajčata cherry","['4', '4 ', ' cherry rajčata']","4"
"11","Cibulka jarní čerstvá","['1', '1 ', ' jarní cibulka']","1"
"11","Tymián čerstvý","['4 snítky', '4 snítky ', ' čerstvého tymiánu']","4 snítky"
"11","Sůl mořská","['sůl']","
"
"11","Koriandr semena","['drcený koriandr']","
"
"11","Kmín mletý","['drcený kmín']","
"
"11","Máslo kravské","['1 lžíce', '1 lžíce ', ' másla']","1 lžíce"
"11","Vývar masový","['2 dl', '2 dl ', ' vývaru']","2 dl"
"11","Olej řepkový","['olej na vymazání zapékací \\t\\t\\t\\t\\t\\t\\t\\tmísy', 'mísy']","mísy"
"11","Vepřová panenka","['300 g', '300 g ', ' vepřové panenky']","300 g"
"11","Sůl mořská","['sůl']","
"
"11","Pepř černý mletý","['čerstvě mletý pepř']","
"
"11","Olej olivový","['1 lžíce', '1 lžíce ', ' olivového oleje']","1 lžíce"
"11","","['']","
"
"11","Olej sezamový","['2 lžičky', '2 lžičky ', ' světlého sezamového oleje']","2 lžičky"
"11","Zázvor sušený","['1 lžička', '1 lžička ', ' nastrouhaného zázvoru']","1 lžička"
"11","Česnek čerstvý","['2 stroužky', '2 stroužky ', ' česneku']","2 stroužky"
"11","Cibule červená čerstvá","['1/2', '1/2 ', ' malé červené cibule']","1/2"
"11","Chilli paprička čerstvá","['chilli paprička (podle chuti)']","
"
"11","Voda","['50 ml', '50 ml ', ' vody']","50 ml"
"11","Sójová omáčka Shoyu","['70 ml', '70 ml ', ' tmavé sójové omáčky']","70 ml"
"11","Ocet rýžový","['1 lžíce', '1 lžíce ', ' rýžového octa']","1 lžíce"
"11","Med nepasterovaný","['1 lžíce', '1 lžíce ', ' medu']","1 lžíce"
"11","Bramborový škrob","['1 lžička', '1 lžička ', ' solamylu']","1 lžička"
"11","Makrela uzená filet","['1', '1 ', ' uzená makrela']","1"
"11","Sýr tavený","['150 g', '150 g ', ' smetanového sýra']","150 g"
"11","","['2 lžíce', '2 lžíce ', ' křenové pasty']","2 lžíce"
"11","Kapary","['1 lžíce', '1 lžíce ', ' nasekaných kaparů']","1 lžíce"
"11","Šťáva z citrónu","['šťáva z 1/2 citronu']","
"
